delivery_order_id,source_order_number,shipment_number,order_date,planned_delivery_timestamp,actual_delivery_timestamp,customer_id,driver_id,route_id,vehicle_id,sales_organization_id,missed_reason_code,ordered_cases,delivered_cases,undelivered_cases,total_sales_amount,planned_stop_count,actual_stop_count,delivery_delay_minutes,hotshot_flag,off_day_flag,on_time_flag,in_full_flag,otif_flag,sla_flag,missed_delivery_flag,delivery_status
DEL000000106,ORD000000106,SHP000000106,2024-02-06,2024-02-07 04:01:44,2024-02-07 05:34:44,CUST000228,DRV00123,ROUTE00122,VEH00122,SO0031,,21.54,21.54,0.0,491.49,1,1,93.0,False,False,False,True,False,False,False,Completed
DEL000000107,ORD000000107,SHP000000107,2026-01-25,2026-01-26 18:21:12,2026-01-26 17:31:12,CUST002078,DRV00055,ROUTE00056,VEH00054,SO0014,,89.27,89.27,0.0,1905.18,1,1,-50.0,False,False,True,True,True,True,False,Completed
DEL000000108,ORD000000108,SHP000000108,2024-05-15,2024-05-16 08:52:19,2024-05-16 07:59:19,CUST001760,DRV00177,ROUTE00180,VEH00177,SO0045,,79.02,79.02,0.0,2054.67,1,1,-53.0,False,False,True,True,True,True,False,Completed
DEL000000109,ORD000000109,SHP000000109,2025-05-18,2025-05-19 19:48:52,2025-05-19 19:19:52,CUST000448,DRV00065,ROUTE00067,VEH00066,SO0017,,59.33,59.33,0.0,1381.95,1,1,-29.0,False,False,True,True,True,True,False,Completed
DEL000000110,ORD000000110,SHP000000110,2024-12-31,2025-01-01 04:38:16,2025-01-01 03:54:16,CUST001658,DRV00179,ROUTE00177,VEH00180,SO0045,,56.39,56.39,0.0,934.79,1,1,-44.0,False,False,True,True,True,True,False,Completed
DEL000000111,ORD000000111,SHP000000111,2026-01-14,2026-01-15 16:12:47,2026-01-15 15:59:47,CUST000236,DRV00165,ROUTE00168,VEH00167,SO0042,,139.48,139.48,0.0,2352.65,1,1,-13.0,False,False,True,True,True,True,False,Completed
DEL000000112,ORD000000112,SHP000000112,2025-11-13,2025-11-14 18:58:37,2025-11-14 19:39:37,CUST002409,DRV00171,ROUTE00169,VEH00169,SO0043,,66.76,66.76,0.0,1718.99,1,1,41.0,False,False,False,True,False,False,False,Completed
DEL000000113,ORD000000113,SHP000000113,2024-01-21,2024-01-22 20:13:43,2024-01-22 19:45:43,CUST001789,DRV00076,ROUTE00074,VEH00076,SO0019,,90.2,90.2,0.0,2281.75,1,1,-28.0,False,False,True,True,True,True,False,Completed
DEL000000114,ORD000000114,SHP000000114,2025-07-11,2025-07-12 05:21:57,2025-07-12 06:35:57,CUST002432,DRV00129,ROUTE00131,VEH00132,SO0033,,81.36,81.36,0.0,1253.46,1,1,74.0,False,False,False,True,False,False,False,Completed
DEL000000115,ORD000000115,SHP000000115,2025-11-08,2025-11-09 14:10:21,2025-11-09 13:54:21,CUST001583,DRV00153,ROUTE00154,VEH00154,SO0039,,39.53,39.53,0.0,676.07,1,1,-16.0,False,False,True,True,True,True,False,Completed
DEL000000116,ORD000000116,SHP000000116,2026-06-17,2026-06-18 11:17:44,2026-06-18 11:06:44,CUST001441,DRV00129,ROUTE00129,VEH00130,SO0033,,90.8,90.8,0.0,2512.56,1,1,-11.0,False,False,True,True,True,True,False,Completed
DEL000000117,ORD000000117,SHP000000117,2026-04-09,2026-04-10 01:37:07,2026-04-10 00:37:07,CUST001254,DRV00135,ROUTE00136,VEH00136,SO0034,,78.84,78.84,0.0,1138.2,1,1,-60.0,True,False,True,True,True,True,False,Completed
DEL000000118,ORD000000118,SHP000000118,2025-09-04,2025-09-05 09:38:05,2025-09-05 08:45:05,CUST000420,DRV00189,ROUTE00191,VEH00191,SO0048,,67.48,67.48,0.0,1454.8,1,1,-53.0,False,False,True,True,True,True,False,Completed
DEL000000119,ORD000000119,SHP000000119,2024-04-15,2024-04-16 21:38:44,2024-04-16 21:02:44,CUST001925,DRV00091,ROUTE00090,VEH00091,SO0023,,18.71,18.71,0.0,396.77,1,1,-36.0,False,False,True,True,True,True,False,Completed
DEL000000120,ORD000000120,SHP000000120,2025-08-27,2025-08-28 14:57:00,2025-08-28 14:29:00,CUST001995,DRV00015,ROUTE00016,VEH00013,SO0004,,66.38,66.38,0.0,1632.99,1,1,-28.0,False,False,True,True,True,True,False,Completed
DEL000000121,ORD000000121,SHP000000121,2024-09-18,2024-09-19 21:01:47,2024-09-19 20:46:47,CUST002481,DRV00143,ROUTE00142,VEH00142,SO0036,,54.44,54.44,0.0,864.65,1,1,-15.0,False,False,True,True,True,True,False,Completed
DEL000000122,ORD000000122,SHP000000122,2024-05-04,2024-05-05 13:34:32,2024-05-05 12:55:32,CUST001489,DRV00086,ROUTE00085,VEH00088,SO0022,,45.21,45.21,0.0,779.12,1,1,-39.0,False,False,True,True,True,True,False,Completed
DEL000000123,ORD000000123,SHP000000123,2024-08-20,2024-08-21 06:26:34,2024-08-21 05:42:34,CUST002247,DRV00134,ROUTE00136,VEH00134,SO0034,,98.99,98.99,0.0,2663.03,1,1,-44.0,False,False,True,True,True,True,False,Completed
DEL000000124,ORD000000124,SHP000000124,2025-06-19,2025-06-20 03:42:47,2025-06-20 03:46:47,CUST000396,DRV00148,ROUTE00147,VEH00147,SO0037,,91.6,91.6,0.0,1578.4,1,1,4.0,False,False,True,True,True,True,False,Completed
DEL000000125,ORD000000125,SHP000000125,2024-06-18,2024-06-19 02:44:40,2024-06-19 01:53:40,CUST001388,DRV00114,ROUTE00114,VEH00114,SO0029,,74.98,74.98,0.0,1310.0,1,1,-51.0,False,False,True,True,True,True,False,Completed
DEL000000126,ORD000000126,SHP000000126,2026-05-15,2026-05-16 11:12:57,2026-05-16 10:21:57,CUST002096,DRV00150,ROUTE00150,VEH00151,SO0038,,45.69,45.69,0.0,986.91,1,1,-51.0,False,False,True,True,True,True,False,Completed
DEL000000127,ORD000000127,SHP000000127,2025-06-26,2025-06-27 23:56:56,,CUST001762,DRV00178,ROUTE00180,VEH00178,SO0045,SCHOOL_ZONE,57.21,0.0,57.21,0.0,1,0,,False,False,False,False,False,False,True,Missed
DEL000000128,ORD000000128,SHP000000128,2026-06-28,2026-06-29 19:14:54,2026-06-29 18:52:54,CUST000426,DRV00081,ROUTE00082,VEH00083,SO0021,,61.23,61.23,0.0,1468.99,1,1,-22.0,False,False,True,True,True,True,False,Completed
DEL000000129,ORD000000129,SHP000000129,2024-01-02,2024-01-03 08:42:08,2024-01-03 07:53:08,CUST000053,DRV00039,ROUTE00040,VEH00040,SO0010,,108.85,108.85,0.0,2293.42,1,1,-49.0,False,False,True,True,True,True,False,Completed
DEL000000130,ORD000000130,SHP000000130,2025-09-29,2025-09-30 10:17:26,2025-09-30 09:40:26,CUST001398,DRV00079,ROUTE00078,VEH00078,SO0020,,129.98,129.98,0.0,1981.53,1,1,-37.0,False,False,True,True,True,True,False,Completed
DEL000000131,ORD000000131,SHP000000131,2025-04-16,2025-04-17 20:12:27,2025-04-17 19:53:27,CUST000569,DRV00026,ROUTE00025,VEH00027,SO0007,,47.26,47.26,0.0,928.75,1,1,-19.0,False,False,True,True,True,True,False,Completed
DEL000000132,ORD000000132,SHP000000132,2026-07-04,2026-07-05 13:33:51,2026-07-05 15:32:51,CUST001702,DRV00154,ROUTE00154,VEH00154,SO0039,,69.09,69.09,0.0,1246.03,1,1,119.0,False,False,False,True,False,False,False,Completed
DEL000000133,ORD000000133,SHP000000133,2025-04-13,2025-04-14 02:59:38,2025-04-14 02:24:38,CUST000065,DRV00175,ROUTE00173,VEH00176,SO0044,,25.74,25.74,0.0,539.46,1,1,-35.0,False,False,True,True,True,True,False,Completed
DEL000000134,ORD000000134,SHP000000134,2024-02-10,2024-02-11 21:28:59,2024-02-11 21:19:59,CUST001333,DRV00036,ROUTE00035,VEH00034,SO0009,,88.01,88.01,0.0,1599.92,1,1,-9.0,False,False,True,True,True,True,False,Completed
DEL000000135,ORD000000135,SHP000000135,2024-03-05,2024-03-06 13:53:50,2024-03-06 13:28:50,CUST001529,DRV00100,ROUTE00098,VEH00098,SO0025,,53.39,53.39,0.0,1124.07,1,1,-25.0,False,False,True,True,True,True,False,Completed
DEL000000136,ORD000000136,SHP000000136,2025-01-14,2025-01-15 20:52:26,2025-01-15 20:30:26,CUST000920,DRV00049,ROUTE00052,VEH00049,SO0013,,89.32,89.32,0.0,2532.51,1,1,-22.0,False,False,True,True,True,True,False,Completed
DEL000000137,ORD000000137,SHP000000137,2026-03-18,2026-03-19 08:50:04,2026-03-19 08:22:04,CUST000996,DRV00070,ROUTE00070,VEH00070,SO0018,,61.45,61.45,0.0,1556.16,1,1,-28.0,False,False,True,True,True,True,False,Completed
DEL000000138,ORD000000138,SHP000000138,2025-06-25,2025-06-26 11:26:17,2025-06-26 11:13:17,CUST000371,DRV00020,ROUTE00020,VEH00019,SO0005,,68.38,68.38,0.0,1119.85,1,1,-13.0,False,False,True,True,True,True,False,Completed
DEL000000139,ORD000000139,SHP000000139,2026-06-22,2026-06-23 23:04:24,2026-06-23 23:04:24,CUST002347,DRV00118,ROUTE00120,VEH00120,SO0030,,89.32,89.32,0.0,2032.94,1,1,0.0,False,False,True,True,True,True,False,Completed
DEL000000140,ORD000000140,SHP000000140,2024-10-11,2024-10-12 07:29:18,2024-10-12 07:40:18,CUST001922,DRV00012,ROUTE00011,VEH00012,SO0003,,35.48,35.48,0.0,1003.75,1,1,11.0,False,False,True,True,True,True,False,Completed
DEL000000141,ORD000000141,SHP000000141,2026-03-15,2026-03-16 11:33:39,,CUST002450,DRV00157,ROUTE00157,VEH00160,SO0040,DRIVER_DELAY,24.12,0.0,24.12,0.0,1,0,,False,False,False,False,False,False,True,Missed
DEL000000142,ORD000000142,SHP000000142,2025-02-17,2025-02-18 07:08:03,2025-02-18 06:58:03,CUST000795,DRV00012,ROUTE00009,VEH00012,SO0003,,37.29,37.29,0.0,596.73,1,1,-10.0,False,False,True,True,True,True,False,Completed
DEL000000143,ORD000000143,SHP000000143,2024-11-01,2024-11-02 08:10:30,2024-11-02 07:22:30,CUST002270,DRV00133,ROUTE00134,VEH00135,SO0034,,84.01,84.01,0.0,1455.57,1,1,-48.0,False,False,True,True,True,True,False,Completed
DEL000000144,ORD000000144,SHP000000144,2024-07-06,2024-07-07 17:43:39,2024-07-07 17:37:39,CUST000943,DRV00115,ROUTE00115,VEH00116,SO0029,,34.31,34.31,0.0,694.75,1,1,-6.0,False,False,True,True,True,True,False,Completed
DEL000000145,ORD000000145,SHP000000145,2025-02-22,2025-02-23 10:33:37,2025-02-23 10:48:37,CUST001486,DRV00043,ROUTE00041,VEH00042,SO0011,,66.81,66.81,0.0,1592.39,1,1,15.0,False,False,True,True,True,True,False,Completed
DEL000000146,ORD000000146,SHP000000146,2024-10-16,2024-10-17 08:37:15,2024-10-17 07:45:15,CUST002252,DRV00120,ROUTE00117,VEH00117,SO0030,,162.13,119.97,42.16,2213.05,1,1,-52.0,False,False,True,False,False,True,False,Completed
DEL000000147,ORD000000147,SHP000000147,2024-04-21,2024-04-22 17:03:49,2024-04-22 16:18:49,CUST002018,DRV00046,ROUTE00048,VEH00048,SO0012,,61.42,61.42,0.0,1497.16,1,1,-45.0,False,False,True,True,True,True,False,Completed
DEL000000148,ORD000000148,SHP000000148,2024-09-30,2024-10-01 20:16:05,2024-10-01 19:34:05,CUST001413,DRV00081,ROUTE00082,VEH00084,SO0021,,74.17,74.17,0.0,1960.18,1,1,-42.0,False,False,True,True,True,True,False,Completed
DEL000000149,ORD000000149,SHP000000149,2025-10-18,2025-10-19 18:48:14,2025-10-19 18:24:14,CUST000690,DRV00152,ROUTE00149,VEH00151,SO0038,,27.84,27.84,0.0,453.42,1,1,-24.0,False,False,True,True,True,True,False,Completed
DEL000000150,ORD000000150,SHP000000150,2024-08-04,2024-08-05 23:37:25,2024-08-05 23:39:25,CUST001970,DRV00082,ROUTE00081,VEH00081,SO0021,,81.81,81.81,0.0,2339.52,1,1,2.0,False,True,True,True,True,True,False,Completed
DEL000000151,ORD000000151,SHP000000151,2024-04-13,2024-04-14 23:23:16,2024-04-14 22:30:16,CUST002350,DRV00032,ROUTE00031,VEH00029,SO0008,,98.33,98.33,0.0,2528.02,1,1,-53.0,False,False,True,True,True,True,False,Completed
DEL000000152,ORD000000152,SHP000000152,2026-05-12,2026-05-13 20:59:49,2026-05-13 21:14:49,CUST001435,DRV00134,ROUTE00136,VEH00136,SO0034,,103.11,103.11,0.0,2342.08,1,1,15.0,False,False,True,True,True,True,False,Completed
DEL000000153,ORD000000153,SHP000000153,2026-03-18,2026-03-19 05:05:46,2026-03-19 05:09:46,CUST002472,DRV00010,ROUTE00011,VEH00010,SO0003,,68.55,68.55,0.0,1550.2,1,1,4.0,False,False,True,True,True,True,False,Completed
DEL000000154,ORD000000154,SHP000000154,2025-06-12,2025-06-13 02:14:17,2025-06-13 01:25:17,CUST000485,DRV00042,ROUTE00041,VEH00044,SO0011,,49.52,49.52,0.0,1112.62,1,1,-49.0,False,False,True,True,True,True,False,Completed
DEL000000155,ORD000000155,SHP000000155,2026-01-28,2026-01-29 12:10:20,2026-01-29 13:36:20,CUST001173,DRV00080,ROUTE00079,VEH00078,SO0020,,59.14,59.14,0.0,1315.98,1,1,86.0,False,False,False,True,False,False,False,Completed
DEL000000156,ORD000000156,SHP000000156,2024-05-10,2024-05-11 21:42:43,2024-05-11 22:42:43,CUST000425,DRV00030,ROUTE00029,VEH00031,SO0008,,110.39,110.39,0.0,2815.52,1,1,60.0,True,False,False,True,False,False,False,Completed
DEL000000157,ORD000000157,SHP000000157,2025-05-06,2025-05-07 21:52:11,2025-05-07 20:59:11,CUST001759,DRV00004,ROUTE00004,VEH00001,SO0001,,37.6,37.6,0.0,965.32,1,1,-53.0,False,False,True,True,True,True,False,Completed
DEL000000158,ORD000000158,SHP000000158,2024-01-31,2024-02-01 07:05:25,2024-02-01 08:05:25,CUST001497,DRV00154,ROUTE00154,VEH00156,SO0039,,59.72,59.72,0.0,880.0,1,1,60.0,False,False,False,True,False,False,False,Completed
DEL000000159,ORD000000159,SHP000000159,2025-03-25,2025-03-26 23:37:20,2025-03-27 01:25:20,CUST001108,DRV00120,ROUTE00117,VEH00117,SO0030,,72.83,72.83,0.0,2033.75,1,1,108.0,False,False,False,True,False,False,False,Completed
DEL000000160,ORD000000160,SHP000000160,2024-07-26,2024-07-27 16:47:19,2024-07-27 16:56:19,CUST001979,DRV00063,ROUTE00062,VEH00061,SO0016,,33.57,26.0,7.57,735.69,1,1,9.0,False,False,True,False,False,True,False,Completed
DEL000000161,ORD000000161,SHP000000161,2025-12-26,2025-12-27 00:48:52,2025-12-27 00:52:52,CUST000502,DRV00045,ROUTE00047,VEH00045,SO0012,,108.11,108.11,0.0,2873.3,1,1,4.0,False,False,True,True,True,True,False,Completed
DEL000000162,ORD000000162,SHP000000162,2025-02-17,2025-02-18 12:37:21,2025-02-18 12:43:21,CUST000083,DRV00039,ROUTE00039,VEH00037,SO0010,,87.86,87.86,0.0,1587.34,1,1,6.0,False,False,True,True,True,True,False,Completed
DEL000000163,ORD000000163,SHP000000163,2025-08-20,2025-08-21 06:16:27,2025-08-21 05:25:27,CUST000155,DRV00016,ROUTE00014,VEH00014,SO0004,,91.22,91.22,0.0,1581.52,1,1,-51.0,False,False,True,True,True,True,False,Completed
DEL000000164,ORD000000164,SHP000000164,2025-04-24,2025-04-25 22:42:39,2025-04-25 23:27:39,CUST000792,DRV00174,ROUTE00176,VEH00175,SO0044,,56.17,56.17,0.0,909.19,1,1,45.0,False,False,False,True,False,False,False,Completed
DEL000000165,ORD000000165,SHP000000165,2024-07-24,2024-07-25 14:23:51,2024-07-25 15:19:51,CUST000249,DRV00011,ROUTE00011,VEH00011,SO0003,,70.27,70.27,0.0,1911.2,1,1,56.0,False,False,False,True,False,False,False,Completed
DEL000000166,ORD000000166,SHP000000166,2026-02-23,2026-02-24 10:03:06,2026-02-24 09:21:06,CUST002479,DRV00097,ROUTE00100,VEH00097,SO0025,,64.66,64.66,0.0,1779.61,1,1,-42.0,False,False,True,True,True,True,False,Completed
DEL000000167,ORD000000167,SHP000000167,2024-07-02,2024-07-03 16:29:00,2024-07-03 15:37:00,CUST001220,DRV00074,ROUTE00073,VEH00075,SO0019,,66.07,66.07,0.0,1235.7,1,1,-52.0,False,False,True,True,True,True,False,Completed
DEL000000168,ORD000000168,SHP000000168,2025-03-29,2025-03-30 23:12:50,2025-03-30 22:19:50,CUST001886,DRV00088,ROUTE00086,VEH00086,SO0022,,138.01,138.01,0.0,3780.37,1,1,-53.0,False,False,True,True,True,True,False,Completed
DEL000000169,ORD000000169,SHP000000169,2025-06-21,2025-06-22 15:27:52,2025-06-22 15:01:52,CUST000301,DRV00157,ROUTE00157,VEH00160,SO0040,,140.6,140.6,0.0,3201.55,1,1,-26.0,False,False,True,True,True,True,False,Completed
DEL000000170,ORD000000170,SHP000000170,2024-05-11,2024-05-12 23:38:01,2024-05-12 23:38:01,CUST001839,DRV00187,ROUTE00188,VEH00187,SO0047,,241.87,241.87,0.0,6162.0,1,1,0.0,False,False,True,True,True,True,False,Completed
DEL000000171,ORD000000171,SHP000000171,2025-08-14,2025-08-15 16:21:46,2025-08-15 16:14:46,CUST002036,DRV00067,ROUTE00066,VEH00068,SO0017,,43.13,43.13,0.0,1208.22,1,1,-7.0,False,False,True,True,True,True,False,Completed
DEL000000172,ORD000000172,SHP000000172,2024-01-01,2024-01-02 15:34:26,2024-01-02 15:12:26,CUST002270,DRV00136,ROUTE00136,VEH00134,SO0034,,151.82,151.82,0.0,4286.56,1,1,-22.0,False,False,True,True,True,True,False,Completed
DEL000000173,ORD000000173,SHP000000173,2025-02-19,2025-02-20 05:38:04,2025-02-20 04:45:04,CUST000722,DRV00159,ROUTE00158,VEH00157,SO0040,,78.36,78.36,0.0,1969.61,1,1,-53.0,False,False,True,True,True,True,False,Completed
DEL000000174,ORD000000174,SHP000000174,2024-05-23,2024-05-24 18:41:30,2024-05-24 18:56:30,CUST000074,DRV00032,ROUTE00029,VEH00030,SO0008,,90.08,90.08,0.0,2082.39,1,1,15.0,False,False,True,True,True,True,False,Completed
DEL000000175,ORD000000175,SHP000000175,2024-03-14,2024-03-15 00:55:11,2024-03-15 00:58:11,CUST001168,DRV00160,ROUTE00157,VEH00159,SO0040,,67.25,67.25,0.0,1071.74,1,1,3.0,False,False,True,True,True,True,False,Completed
DEL000000176,ORD000000176,SHP000000176,2025-05-28,2025-05-29 13:21:07,2025-05-29 12:39:07,CUST001664,DRV00090,ROUTE00089,VEH00090,SO0023,,64.89,64.89,0.0,1054.14,1,1,-42.0,False,False,True,True,True,True,False,Completed
DEL000000177,ORD000000177,SHP000000177,2026-05-05,2026-05-06 03:58:31,2026-05-06 03:44:31,CUST000588,DRV00179,ROUTE00177,VEH00179,SO0045,,81.16,81.16,0.0,1586.07,1,1,-14.0,False,False,True,True,True,True,False,Completed
DEL000000178,ORD000000178,SHP000000178,2025-10-31,2025-11-01 21:35:00,2025-11-01 22:01:00,CUST001547,DRV00079,ROUTE00077,VEH00077,SO0020,,66.22,66.22,0.0,1075.44,1,1,26.0,False,False,False,True,False,True,False,Completed
DEL000000179,ORD000000179,SHP000000179,2024-04-21,2024-04-22 03:29:33,2024-04-22 03:30:33,CUST000981,DRV00175,ROUTE00176,VEH00173,SO0044,,119.34,119.34,0.0,1731.95,1,1,1.0,False,False,True,True,True,True,False,Completed
DEL000000180,ORD000000180,SHP000000180,2024-06-24,2024-06-25 17:16:59,2024-06-25 17:03:59,CUST000804,DRV00047,ROUTE00047,VEH00048,SO0012,,133.42,133.42,0.0,3643.43,1,1,-13.0,False,False,True,True,True,True,False,Completed
DEL000000181,ORD000000181,SHP000000181,2024-08-07,2024-08-08 18:37:21,2024-08-08 18:03:21,CUST000284,DRV00122,ROUTE00124,VEH00122,SO0031,,37.11,37.11,0.0,840.96,1,1,-34.0,False,False,True,True,True,True,False,Completed
DEL000000182,ORD000000182,SHP000000182,2025-04-14,2025-04-15 11:46:58,2025-04-15 11:30:58,CUST001499,DRV00163,ROUTE00164,VEH00164,SO0041,,71.85,71.85,0.0,1196.54,1,1,-16.0,False,False,True,True,True,True,False,Completed
DEL000000183,ORD000000183,SHP000000183,2026-03-30,2026-03-31 01:59:20,2026-03-31 01:51:20,CUST000192,DRV00191,ROUTE00191,VEH00189,SO0048,,51.83,51.83,0.0,809.56,1,1,-8.0,False,False,True,True,True,True,False,Completed
DEL000000184,ORD000000184,SHP000000184,2025-10-05,2025-10-06 20:31:44,2025-10-06 19:36:44,CUST002182,DRV00055,ROUTE00055,VEH00053,SO0014,,25.04,19.99,5.05,281.21,1,1,-55.0,False,False,True,False,False,True,False,Completed
DEL000000185,ORD000000185,SHP000000185,2026-02-10,2026-02-11 17:23:18,2026-02-11 17:15:18,CUST000834,DRV00037,ROUTE00039,VEH00040,SO0010,,65.02,65.02,0.0,1613.22,1,1,-8.0,False,False,True,True,True,True,False,Completed
DEL000000186,ORD000000186,SHP000000186,2025-01-11,2025-01-12 10:35:54,2025-01-12 10:48:54,CUST001727,DRV00162,ROUTE00164,VEH00162,SO0041,,62.37,62.37,0.0,1008.94,1,1,13.0,False,False,True,True,True,True,False,Completed
DEL000000187,ORD000000187,SHP000000187,2024-01-30,2024-01-31 06:59:21,,CUST000330,DRV00155,ROUTE00155,VEH00153,SO0039,WEATHER,62.82,0.0,62.82,0.0,1,0,,False,False,False,False,False,False,True,Missed
DEL000000188,ORD000000188,SHP000000188,2024-12-26,2024-12-27 12:09:59,2024-12-27 14:27:59,CUST000224,DRV00108,ROUTE00106,VEH00107,SO0027,,139.59,139.59,0.0,3338.33,1,1,138.0,False,False,False,True,False,False,False,Completed
DEL000000189,ORD000000189,SHP000000189,2026-02-18,2026-02-19 01:18:35,2026-02-19 01:37:35,CUST002342,DRV00115,ROUTE00114,VEH00115,SO0029,,87.85,87.85,0.0,2539.36,1,1,19.0,False,False,False,True,False,True,False,Completed
DEL000000190,ORD000000190,SHP000000190,2025-04-07,2025-04-08 16:08:41,2025-04-08 15:22:41,CUST000447,DRV00047,ROUTE00045,VEH00046,SO0012,,57.92,57.92,0.0,1560.16,1,1,-46.0,False,False,True,True,True,True,False,Completed
DEL000000191,ORD000000191,SHP000000191,2025-11-17,2025-11-18 02:34:36,2025-11-18 02:13:36,CUST001242,DRV00021,ROUTE00024,VEH00022,SO0006,,62.37,62.37,0.0,1036.82,1,1,-21.0,False,False,True,True,True,True,False,Completed
DEL000000192,ORD000000192,SHP000000192,2025-01-01,2025-01-02 22:47:39,2025-01-02 21:47:39,CUST001206,DRV00052,ROUTE00051,VEH00051,SO0013,,93.68,93.68,0.0,2517.27,1,1,-60.0,False,False,True,True,True,True,False,Completed
DEL000000193,ORD000000193,SHP000000193,2025-11-06,2025-11-07 21:11:40,2025-11-07 21:26:40,CUST000453,DRV00038,ROUTE00038,VEH00037,SO0010,,135.8,135.8,0.0,3603.57,1,1,15.0,False,False,True,True,True,True,False,Completed
DEL000000194,ORD000000194,SHP000000194,2024-02-18,2024-02-19 18:10:59,2024-02-19 17:44:59,CUST000857,DRV00117,ROUTE00117,VEH00119,SO0030,,64.02,64.02,0.0,1793.12,1,1,-26.0,False,False,True,True,True,True,False,Completed
DEL000000195,ORD000000195,SHP000000195,2025-05-23,2025-05-24 17:56:34,2025-05-24 17:34:34,CUST002112,DRV00009,ROUTE00011,VEH00012,SO0003,,40.58,40.58,0.0,881.33,1,1,-22.0,False,False,True,True,True,True,False,Completed
DEL000000196,ORD000000196,SHP000000196,2025-09-07,2025-09-08 15:49:36,2025-09-08 15:37:36,CUST000283,DRV00011,ROUTE00009,VEH00011,SO0003,,153.2,153.2,0.0,2566.62,1,1,-12.0,False,True,True,True,True,True,False,Completed
DEL000000197,ORD000000197,SHP000000197,2026-02-16,2026-02-17 13:22:31,,CUST000580,DRV00163,ROUTE00162,VEH00162,SO0041,WEATHER,75.12,0.0,75.12,0.0,1,0,,False,False,False,False,False,False,True,Missed
DEL000000198,ORD000000198,SHP000000198,2024-12-02,2024-12-03 10:31:05,2024-12-03 10:30:05,CUST001345,DRV00071,ROUTE00072,VEH00069,SO0018,,81.1,81.1,0.0,1177.21,1,1,-1.0,False,False,True,True,True,True,False,Completed
DEL000000199,ORD000000199,SHP000000199,2024-02-24,2024-02-25 03:01:08,2024-02-25 02:02:08,CUST000392,DRV00070,ROUTE00071,VEH00069,SO0018,,130.45,130.45,0.0,2739.93,1,1,-59.0,False,False,True,True,True,True,False,Completed
DEL000000200,ORD000000200,SHP000000200,2025-10-18,2025-10-19 10:26:21,2025-10-19 09:43:21,CUST002323,DRV00001,ROUTE00002,VEH00003,SO0001,,174.16,174.16,0.0,3361.78,1,1,-43.0,False,False,True,True,True,True,False,Completed
DEL000000201,ORD000000201,SHP000000201,2024-08-29,2024-08-30 04:57:46,2024-08-30 04:14:46,CUST000746,DRV00143,ROUTE00142,VEH00143,SO0036,,85.53,85.53,0.0,1434.69,1,1,-43.0,False,False,True,True,True,True,False,Completed
DEL000000202,ORD000000202,SHP000000202,2025-12-15,2025-12-16 21:58:15,2025-12-16 21:05:15,CUST000616,DRV00146,ROUTE00145,VEH00147,SO0037,,44.48,44.48,0.0,956.42,1,1,-53.0,False,False,True,True,True,True,False,Completed
DEL000000203,ORD000000203,SHP000000203,2026-07-22,2026-07-23 13:03:49,2026-07-23 13:09:49,CUST001062,DRV00160,ROUTE00157,VEH00158,SO0040,,169.62,144.08,25.54,2925.48,1,1,6.0,False,False,True,False,False,True,False,Completed
DEL000000204,ORD000000204,SHP000000204,2026-06-08,2026-06-09 10:29:20,2026-06-09 09:58:20,CUST001482,DRV00005,ROUTE00005,VEH00008,SO0002,,68.39,68.39,0.0,1807.45,1,1,-31.0,False,False,True,True,True,True,False,Completed
DEL000000205,ORD000000205,SHP000000205,2024-07-22,2024-07-23 06:01:05,2024-07-23 05:15:05,CUST000154,DRV00016,ROUTE00016,VEH00014,SO0004,,51.88,51.88,0.0,892.97,1,1,-46.0,False,False,True,True,True,True,False,Completed
DEL000000206,ORD000000206,SHP000000206,2026-02-17,2026-02-18 12:56:33,2026-02-18 12:40:33,CUST001753,DRV00184,ROUTE00183,VEH00183,SO0046,,126.58,126.58,0.0,3049.27,1,1,-16.0,False,False,True,True,True,True,False,Completed
DEL000000207,ORD000000207,SHP000000207,2025-03-04,2025-03-05 15:53:07,2025-03-05 15:42:07,CUST000747,DRV00085,ROUTE00088,VEH00086,SO0022,,17.81,17.81,0.0,332.9,1,1,-11.0,False,False,True,True,True,True,False,Completed
DEL000000208,ORD000000208,SHP000000208,2026-06-30,2026-07-01 11:38:33,2026-07-01 11:53:33,CUST002117,DRV00024,ROUTE00021,VEH00024,SO0006,,69.3,69.3,0.0,1761.82,1,1,15.0,False,False,True,True,True,True,False,Completed
DEL000000209,ORD000000209,SHP000000209,2025-06-12,2025-06-13 12:49:39,2025-06-13 13:07:39,CUST002205,DRV00080,ROUTE00080,VEH00078,SO0020,,53.26,53.26,0.0,1462.57,1,1,18.0,False,False,False,True,False,True,False,Completed
DEL000000210,ORD000000210,SHP000000210,2024-06-06,2024-06-07 08:12:26,2024-06-07 07:39:26,CUST000414,DRV00059,ROUTE00059,VEH00060,SO0015,,96.51,96.51,0.0,1969.33,1,1,-33.0,False,False,True,True,True,True,False,Completed
DEL000000211,ORD000000211,SHP000000211,2026-07-18,2026-07-19 23:09:54,2026-07-19 23:08:54,CUST002434,DRV00047,ROUTE00047,VEH00048,SO0012,,86.8,86.8,0.0,2487.12,1,1,-1.0,False,False,True,True,True,True,False,Completed
