customer_id,customer_name,customer_category,sales_organization_id,area_sales_manager_id,area_sales_manager_name,market_development_manager_id,market_development_manager_name,current_weekly_frequency,customer_latitude,customer_longitude,customer_status,active_flag
CUST000181,Valley Grocery 0181,Club,SO0017,ASM005,Area Sales Manager 005,MDM062,Market Development Manager 062,3,41.827824,-87.351559,Active,True
CUST000182,Corner Stop 0182,Club,SO0023,ASM006,Area Sales Manager 006,MDM063,Market Development Manager 063,1,42.317161,-82.783507,Active,True
CUST000183,Evergreen Mart 0183,Convenience Retail,SO0016,ASM005,Area Sales Manager 005,MDM064,Market Development Manager 064,2,45.654837,-122.733784,Active,True
CUST000184,Valley Grocery 0184,Convenience Retail,SO0019,ASM005,Area Sales Manager 005,MDM065,Market Development Manager 065,1,42.053516,-87.88857,Active,True
CUST000185,Mountain Club 0185,Club,SO0029,ASM008,Area Sales Manager 008,MDM066,Market Development Manager 066,3,35.163627,-97.907269,Active,True
CUST000186,Pioneer Retail 0186,Convenience Retail,SO0046,ASM012,Area Sales Manager 012,MDM067,Market Development Manager 067,4,34.97153,-80.867145,Active,True
CUST000187,Mountain Club 0187,Retail,SO0040,ASM011,Area Sales Manager 011,MDM068,Market Development Manager 068,2,40.36154,-74.403122,Active,True
CUST000188,Mountain Club 0188,Retail,SO0001,ASM001,Area Sales Manager 001,MDM069,Market Development Manager 069,2,40.952629,-112.17604,Active,True
CUST000189,Corner Stop 0189,Convenience Retail,SO0020,ASM006,Area Sales Manager 006,MDM070,Market Development Manager 070,4,41.892669,-87.492615,Active,True
CUST000190,Pioneer Retail 0190,Retail,SO0009,ASM003,Area Sales Manager 003,MDM071,Market Development Manager 071,5,47.64573,-122.137658,Active,True
CUST000191,Corner Stop 0191,Club,SO0008,ASM003,Area Sales Manager 003,MDM072,Market Development Manager 072,1,39.177383,-104.739864,Active,True
CUST000192,Mountain Club 0192,Convenience Retail,SO0048,ASM013,Area Sales Manager 013,MDM073,Market Development Manager 073,3,34.762141,-80.818341,Active,True
CUST000193,Pioneer Retail 0193,Restaurant,SO0010,ASM003,Area Sales Manager 003,MDM074,Market Development Manager 074,3,47.735274,-122.425029,Active,True
CUST000194,Central Dining 0194,Restaurant,SO0019,ASM005,Area Sales Manager 005,MDM075,Market Development Manager 075,2,41.803284,-87.883567,Active,True
CUST000195,Evergreen Mart 0195,Convenience Retail,SO0014,ASM004,Area Sales Manager 004,MDM076,Market Development Manager 076,5,45.799212,-122.908613,Active,True
CUST000196,Pioneer Retail 0196,Retail,SO0014,ASM004,Area Sales Manager 004,MDM077,Market Development Manager 077,4,45.625836,-122.365984,Active,True
CUST000197,Lakeside Store 0197,Convenience Retail,SO0033,ASM009,Area Sales Manager 009,MDM078,Market Development Manager 078,2,42.519327,-70.973702,Active,True
CUST000198,Summit Market 0198,Retail,SO0017,ASM005,Area Sales Manager 005,MDM079,Market Development Manager 079,1,41.739052,-87.94976,Active,True
CUST000199,Canyon Cafe 0199,Convenience Retail,SO0006,ASM002,Area Sales Manager 002,MDM080,Market Development Manager 080,4,40.079005,-104.926497,Active,True
CUST000200,Summit Market 0200,Convenience Retail,SO0018,ASM005,Area Sales Manager 005,MDM081,Market Development Manager 081,1,41.928799,-87.903168,Active,True
CUST000201,Evergreen Mart 0201,Retail,SO0001,ASM001,Area Sales Manager 001,MDM082,Market Development Manager 082,3,40.435137,-111.903799,Active,True
CUST000202,Pioneer Retail 0202,Club,SO0009,ASM003,Area Sales Manager 003,MDM083,Market Development Manager 083,5,47.829753,-122.329239,Active,True
CUST000203,Lakeside Store 0203,Restaurant,SO0011,ASM003,Area Sales Manager 003,MDM084,Market Development Manager 084,4,47.555472,-122.602707,Active,True
CUST000204,Canyon Cafe 0204,Retail,SO0036,ASM010,Area Sales Manager 010,MDM085,Market Development Manager 085,1,42.047521,-70.931095,Active,True
CUST000205,Summit Market 0205,Convenience Retail,SO0036,ASM010,Area Sales Manager 010,MDM086,Market Development Manager 086,4,42.329429,-70.809975,Active,True
CUST000206,Corner Stop 0206,Retail,SO0008,ASM003,Area Sales Manager 003,MDM087,Market Development Manager 087,4,39.748928,-105.201561,Active,True
CUST000207,Valley Grocery 0207,Convenience Retail,SO0045,ASM012,Area Sales Manager 012,MDM088,Market Development Manager 088,3,35.32192,-80.521267,Active,True
CUST000208,Summit Market 0208,Convenience Retail,SO0035,ASM009,Area Sales Manager 009,MDM089,Market Development Manager 089,4,42.049049,-71.138677,Active,True
CUST000209,Central Dining 0209,Convenience Retail,SO0024,ASM007,Area Sales Manager 007,MDM090,Market Development Manager 090,1,42.186926,-82.982579,Active,True
CUST000210,Valley Grocery 0210,Convenience Retail,SO0036,ASM010,Area Sales Manager 010,MDM091,Market Development Manager 091,1,42.437963,-71.159398,Active,True
CUST000211,Valley Grocery 0211,Convenience Retail,SO0028,ASM008,Area Sales Manager 008,MDM092,Market Development Manager 092,2,32.491843,-96.91731,Active,True
CUST000212,Pioneer Retail 0212,Retail,SO0003,ASM001,Area Sales Manager 001,MDM093,Market Development Manager 093,4,40.840347,-112.18152,Active,True
CUST000213,Summit Market 0213,Convenience Retail,SO0024,ASM007,Area Sales Manager 007,MDM094,Market Development Manager 094,4,42.338677,-83.038071,Active,True
CUST000214,Metro Foods 0214,Convenience Retail,SO0023,ASM006,Area Sales Manager 006,MDM095,Market Development Manager 095,4,41.663191,-82.946817,Active,True
CUST000215,Metro Foods 0215,Convenience Retail,SO0044,ASM012,Area Sales Manager 012,MDM096,Market Development Manager 096,1,33.654048,-84.576223,Active,True
CUST000216,Corner Stop 0216,Restaurant,SO0043,ASM011,Area Sales Manager 011,MDM097,Market Development Manager 097,1,34.105871,-83.928653,Active,True
CUST000217,Mountain Club 0217,Club,SO0023,ASM006,Area Sales Manager 006,MDM098,Market Development Manager 098,5,42.340294,-82.607377,Active,True
CUST000218,Central Dining 0218,Restaurant,SO0027,ASM007,Area Sales Manager 007,MDM099,Market Development Manager 099,3,32.868069,-96.002287,Active,True
CUST000219,Valley Grocery 0219,Convenience Retail,SO0048,ASM013,Area Sales Manager 013,MDM100,Market Development Manager 100,3,35.469349,-80.933558,Active,True
CUST000220,Valley Grocery 0220,Convenience Retail,SO0016,ASM005,Area Sales Manager 005,MDM101,Market Development Manager 101,2,45.522971,-122.608756,Active,True
CUST000221,Canyon Cafe 0221,Retail,SO0012,ASM004,Area Sales Manager 004,MDM102,Market Development Manager 102,2,47.712441,-122.816342,Active,True
CUST000222,Valley Grocery 0222,Institutional,SO0002,ASM001,Area Sales Manager 001,MDM103,Market Development Manager 103,2,40.400225,-111.905603,Active,True
CUST000223,Evergreen Mart 0223,Restaurant,SO0048,ASM013,Area Sales Manager 013,MDM104,Market Development Manager 104,2,35.434858,-81.178644,Active,True
CUST000224,Metro Foods 0224,Convenience Retail,SO0027,ASM007,Area Sales Manager 007,MDM105,Market Development Manager 105,3,32.765053,-96.727284,Active,True
CUST000225,Valley Grocery 0225,Convenience Retail,SO0018,ASM005,Area Sales Manager 005,MDM106,Market Development Manager 106,5,41.893851,-88.102787,Active,True
CUST000226,Corner Stop 0226,Retail,SO0045,ASM012,Area Sales Manager 012,MDM107,Market Development Manager 107,2,35.171858,-80.868955,Active,True
CUST000227,Summit Market 0227,Restaurant,SO0025,ASM007,Area Sales Manager 007,MDM108,Market Development Manager 108,5,33.013612,-97.074776,Active,True
CUST000228,Metro Foods 0228,Institutional,SO0031,ASM008,Area Sales Manager 008,MDM109,Market Development Manager 109,1,35.539829,-97.205163,Active,True
CUST000229,Lakeside Store 0229,Convenience Retail,SO0013,ASM004,Area Sales Manager 004,MDM110,Market Development Manager 110,1,45.089202,-122.886659,Active,True
CUST000230,Pioneer Retail 0230,Convenience Retail,SO0023,ASM006,Area Sales Manager 006,MDM111,Market Development Manager 111,2,42.341045,-83.123737,Active,True
CUST000231,Metro Foods 0231,Restaurant,SO0015,ASM004,Area Sales Manager 004,MDM112,Market Development Manager 112,3,45.299621,-122.558681,Active,True
CUST000232,Metro Foods 0232,Retail,SO0002,ASM001,Area Sales Manager 001,MDM113,Market Development Manager 113,3,40.786438,-111.927861,Active,True
CUST000233,Evergreen Mart 0233,Retail,SO0026,ASM007,Area Sales Manager 007,MDM114,Market Development Manager 114,5,33.291775,-96.853358,Active,True
CUST000234,Corner Stop 0234,Retail,SO0018,ASM005,Area Sales Manager 005,MDM115,Market Development Manager 115,2,41.609039,-87.817739,Active,True
CUST000235,Evergreen Mart 0235,Convenience Retail,SO0018,ASM005,Area Sales Manager 005,MDM116,Market Development Manager 116,3,41.722558,-87.382949,Active,True
CUST000236,Mountain Club 0236,Restaurant,SO0042,ASM011,Area Sales Manager 011,MDM117,Market Development Manager 117,4,33.50827,-84.255647,Active,True
CUST000237,Mountain Club 0237,Retail,SO0026,ASM007,Area Sales Manager 007,MDM118,Market Development Manager 118,2,32.697223,-97.013751,Active,True
CUST000238,Summit Market 0238,Restaurant,SO0022,ASM006,Area Sales Manager 006,MDM119,Market Development Manager 119,4,42.289861,-82.575256,Active,True
CUST000239,Pioneer Retail 0239,Convenience Retail,SO0008,ASM003,Area Sales Manager 003,MDM120,Market Development Manager 120,3,39.681133,-104.971372,Active,True
CUST000240,Central Dining 0240,Retail,SO0012,ASM004,Area Sales Manager 004,MDM001,Market Development Manager 001,5,47.897527,-121.920252,Active,True
CUST000241,Summit Market 0241,Retail,SO0017,ASM005,Area Sales Manager 005,MDM002,Market Development Manager 002,3,41.590384,-87.651769,Active,True
CUST000242,Central Dining 0242,Club,SO0007,ASM002,Area Sales Manager 002,MDM003,Market Development Manager 003,1,39.792102,-104.768702,Active,True
CUST000243,Evergreen Mart 0243,Convenience Retail,SO0028,ASM008,Area Sales Manager 008,MDM004,Market Development Manager 004,3,32.84904,-96.885925,Active,True
CUST000244,Evergreen Mart 0244,Retail,SO0047,ASM012,Area Sales Manager 012,MDM005,Market Development Manager 005,5,35.322821,-81.755203,Active,True
CUST000245,Central Dining 0245,Convenience Retail,SO0028,ASM008,Area Sales Manager 008,MDM006,Market Development Manager 006,2,32.896082,-97.087607,Active,True
CUST000246,Corner Stop 0246,Club,SO0033,ASM009,Area Sales Manager 009,MDM007,Market Development Manager 007,2,42.239092,-70.49817,Active,True
CUST000247,Central Dining 0247,Restaurant,SO0025,ASM007,Area Sales Manager 007,MDM008,Market Development Manager 008,4,33.180919,-96.764243,Active,True
CUST000248,Pioneer Retail 0248,Convenience Retail,SO0013,ASM004,Area Sales Manager 004,MDM009,Market Development Manager 009,3,45.506297,-123.019585,Active,True
CUST000249,Canyon Cafe 0249,Retail,SO0003,ASM001,Area Sales Manager 001,MDM010,Market Development Manager 010,1,40.991889,-111.882347,Active,True
CUST000250,Mountain Club 0250,Retail,SO0001,ASM001,Area Sales Manager 001,MDM011,Market Development Manager 011,3,40.816581,-111.736796,Active,True
CUST000251,Metro Foods 0251,Retail,SO0035,ASM009,Area Sales Manager 009,MDM012,Market Development Manager 012,4,42.63627,-71.161984,Active,True
CUST000252,Canyon Cafe 0252,Convenience Retail,SO0024,ASM007,Area Sales Manager 007,MDM013,Market Development Manager 013,3,42.447242,-83.428479,Active,True
CUST000253,Evergreen Mart 0253,Retail,SO0005,ASM002,Area Sales Manager 002,MDM014,Market Development Manager 014,3,39.832797,-104.832305,Active,True
CUST000254,Evergreen Mart 0254,Convenience Retail,SO0040,ASM011,Area Sales Manager 011,MDM015,Market Development Manager 015,4,40.660045,-74.293098,Active,True
CUST000255,Corner Stop 0255,Retail,SO0043,ASM011,Area Sales Manager 011,MDM016,Market Development Manager 016,5,34.197593,-84.059298,Active,True
CUST000256,Pioneer Retail 0256,Convenience Retail,SO0047,ASM012,Area Sales Manager 012,MDM017,Market Development Manager 017,3,35.418806,-80.812806,Active,True
CUST000257,Pioneer Retail 0257,Restaurant,SO0033,ASM009,Area Sales Manager 009,MDM018,Market Development Manager 018,3,42.345279,-71.241222,Active,True
CUST000258,Canyon Cafe 0258,Convenience Retail,SO0043,ASM011,Area Sales Manager 011,MDM019,Market Development Manager 019,3,33.749748,-84.302948,Active,True
CUST000259,Canyon Cafe 0259,Convenience Retail,SO0021,ASM006,Area Sales Manager 006,MDM020,Market Development Manager 020,3,42.520462,-82.951089,Active,True
CUST000260,Pioneer Retail 0260,Retail,SO0045,ASM012,Area Sales Manager 012,MDM021,Market Development Manager 021,2,35.101914,-81.256874,Active,True
CUST000261,Valley Grocery 0261,Retail,SO0036,ASM010,Area Sales Manager 010,MDM022,Market Development Manager 022,3,42.373143,-71.127363,Active,True
CUST000262,Canyon Cafe 0262,Retail,SO0013,ASM004,Area Sales Manager 004,MDM023,Market Development Manager 023,2,45.600169,-122.599388,Active,True
CUST000263,Canyon Cafe 0263,Retail,SO0043,ASM011,Area Sales Manager 011,MDM024,Market Development Manager 024,3,33.222012,-84.47911,Active,True
CUST000264,Valley Grocery 0264,Convenience Retail,SO0044,ASM012,Area Sales Manager 012,MDM025,Market Development Manager 025,2,33.747842,-84.126617,Active,True
CUST000265,Central Dining 0265,Institutional,SO0040,ASM011,Area Sales Manager 011,MDM026,Market Development Manager 026,3,40.61061,-74.05111,Active,True
CUST000266,Canyon Cafe 0266,Convenience Retail,SO0020,ASM006,Area Sales Manager 006,MDM027,Market Development Manager 027,4,42.124634,-87.769243,Active,True
CUST000267,Summit Market 0267,Institutional,SO0036,ASM010,Area Sales Manager 010,MDM028,Market Development Manager 028,4,42.121402,-70.815426,Active,True
CUST000268,Pioneer Retail 0268,Convenience Retail,SO0020,ASM006,Area Sales Manager 006,MDM029,Market Development Manager 029,3,41.687519,-87.844602,Active,True
CUST000269,Canyon Cafe 0269,Restaurant,SO0014,ASM004,Area Sales Manager 004,MDM030,Market Development Manager 030,5,45.276294,-122.569022,Active,True
CUST000270,Central Dining 0270,Convenience Retail,SO0038,ASM010,Area Sales Manager 010,MDM031,Market Development Manager 031,4,40.763112,-73.561117,Active,True
CUST000271,Evergreen Mart 0271,Convenience Retail,SO0042,ASM011,Area Sales Manager 011,MDM032,Market Development Manager 032,2,33.786461,-84.285207,Active,True
CUST000272,Lakeside Store 0272,Retail,SO0030,ASM008,Area Sales Manager 008,MDM033,Market Development Manager 033,3,35.429179,-97.152887,Active,True
CUST000273,Metro Foods 0273,Restaurant,SO0029,ASM008,Area Sales Manager 008,MDM034,Market Development Manager 034,4,35.306508,-97.531463,Active,True
CUST000274,Lakeside Store 0274,Retail,SO0033,ASM009,Area Sales Manager 009,MDM035,Market Development Manager 035,4,42.721381,-71.078239,Active,True
CUST000275,Valley Grocery 0275,Restaurant,SO0048,ASM013,Area Sales Manager 013,MDM036,Market Development Manager 036,1,35.169777,-81.241299,Active,True
CUST000276,Corner Stop 0276,Retail,SO0043,ASM011,Area Sales Manager 011,MDM037,Market Development Manager 037,2,34.078753,-83.685697,Active,True
CUST000277,Mountain Club 0277,Institutional,SO0019,ASM005,Area Sales Manager 005,MDM038,Market Development Manager 038,5,41.939038,-87.667612,Active,True
CUST000278,Central Dining 0278,Restaurant,SO0043,ASM011,Area Sales Manager 011,MDM039,Market Development Manager 039,2,33.776599,-84.490083,Active,True
CUST000279,Corner Stop 0279,Retail,SO0022,ASM006,Area Sales Manager 006,MDM040,Market Development Manager 040,4,42.494711,-83.114975,Active,True
CUST000280,Pioneer Retail 0280,Convenience Retail,SO0016,ASM005,Area Sales Manager 005,MDM041,Market Development Manager 041,3,45.713933,-122.633309,Active,True
CUST000281,Metro Foods 0281,Institutional,SO0015,ASM004,Area Sales Manager 004,MDM042,Market Development Manager 042,5,45.49843,-122.283604,Active,True
CUST000282,Summit Market 0282,Convenience Retail,SO0010,ASM003,Area Sales Manager 003,MDM043,Market Development Manager 043,5,47.91669,-122.049575,Active,True
CUST000283,Metro Foods 0283,Convenience Retail,SO0003,ASM001,Area Sales Manager 001,MDM044,Market Development Manager 044,1,40.890715,-112.165334,Active,True
CUST000284,Central Dining 0284,Restaurant,SO0031,ASM008,Area Sales Manager 008,MDM045,Market Development Manager 045,4,35.26895,-97.190509,Active,True
CUST000285,Lakeside Store 0285,Retail,SO0005,ASM002,Area Sales Manager 002,MDM046,Market Development Manager 046,4,39.671281,-105.278362,Active,True
CUST000286,Central Dining 0286,Restaurant,SO0027,ASM007,Area Sales Manager 007,MDM047,Market Development Manager 047,2,32.796447,-96.51358,Active,True
CUST000287,Canyon Cafe 0287,Retail,SO0013,ASM004,Area Sales Manager 004,MDM048,Market Development Manager 048,3,45.268043,-122.565821,Active,True
CUST000288,Canyon Cafe 0288,Club,SO0032,ASM009,Area Sales Manager 009,MDM049,Market Development Manager 049,3,35.408643,-97.562444,Active,True
CUST000289,Valley Grocery 0289,Convenience Retail,SO0016,ASM005,Area Sales Manager 005,MDM050,Market Development Manager 050,4,45.490588,-122.739374,Active,True
CUST000290,Summit Market 0290,Restaurant,SO0042,ASM011,Area Sales Manager 011,MDM051,Market Development Manager 051,4,33.683232,-84.559463,Active,True
CUST000291,Canyon Cafe 0291,Retail,SO0007,ASM002,Area Sales Manager 002,MDM052,Market Development Manager 052,3,40.061311,-104.974874,Active,True
CUST000292,Valley Grocery 0292,Restaurant,SO0015,ASM004,Area Sales Manager 004,MDM053,Market Development Manager 053,3,45.516149,-122.248701,Active,True
CUST000293,Mountain Club 0293,Retail,SO0045,ASM012,Area Sales Manager 012,MDM054,Market Development Manager 054,2,35.091307,-80.839468,Active,True
CUST000294,Summit Market 0294,Retail,SO0030,ASM008,Area Sales Manager 008,MDM055,Market Development Manager 055,1,35.371539,-97.261639,Active,True
CUST000295,Metro Foods 0295,Restaurant,SO0036,ASM010,Area Sales Manager 010,MDM056,Market Development Manager 056,3,42.600764,-70.990739,Active,True
CUST000296,Lakeside Store 0296,Convenience Retail,SO0008,ASM003,Area Sales Manager 003,MDM057,Market Development Manager 057,3,39.766853,-104.989965,Active,True
CUST000297,Lakeside Store 0297,Institutional,SO0009,ASM003,Area Sales Manager 003,MDM058,Market Development Manager 058,4,47.251779,-122.628868,Active,True
CUST000298,Mountain Club 0298,Convenience Retail,SO0043,ASM011,Area Sales Manager 011,MDM059,Market Development Manager 059,2,33.372169,-84.63429,Active,True
CUST000299,Central Dining 0299,Convenience Retail,SO0036,ASM010,Area Sales Manager 010,MDM060,Market Development Manager 060,4,42.810535,-71.161837,Active,True
CUST000300,Lakeside Store 0300,Club,SO0021,ASM006,Area Sales Manager 006,MDM061,Market Development Manager 061,3,41.854367,-83.07502,Active,True
CUST000301,Mountain Club 0301,Convenience Retail,SO0040,ASM011,Area Sales Manager 011,MDM062,Market Development Manager 062,4,40.335649,-74.362894,Active,True
CUST000302,Mountain Club 0302,Retail,SO0028,ASM008,Area Sales Manager 008,MDM063,Market Development Manager 063,2,32.881068,-97.127122,Active,True
CUST000303,Valley Grocery 0303,Convenience Retail,SO0029,ASM008,Area Sales Manager 008,MDM064,Market Development Manager 064,3,35.625814,-97.51906,Active,True
CUST000304,Lakeside Store 0304,Retail,SO0048,ASM013,Area Sales Manager 013,MDM065,Market Development Manager 065,4,35.318441,-80.689859,Active,True
CUST000305,Pioneer Retail 0305,Restaurant,SO0029,ASM008,Area Sales Manager 008,MDM066,Market Development Manager 066,3,35.719478,-97.580564,Active,True
CUST000306,Pioneer Retail 0306,Club,SO0016,ASM005,Area Sales Manager 005,MDM067,Market Development Manager 067,2,46.005321,-122.9854,Active,True
CUST000307,Lakeside Store 0307,Convenience Retail,SO0034,ASM009,Area Sales Manager 009,MDM068,Market Development Manager 068,2,42.09553,-71.389535,Active,True
CUST000308,Metro Foods 0308,Convenience Retail,SO0041,ASM011,Area Sales Manager 011,MDM069,Market Development Manager 069,2,33.723401,-84.550641,Active,True
CUST000309,Lakeside Store 0309,Retail,SO0018,ASM005,Area Sales Manager 005,MDM070,Market Development Manager 070,2,41.658223,-87.059392,Active,True
CUST000310,Pioneer Retail 0310,Retail,SO0005,ASM002,Area Sales Manager 002,MDM071,Market Development Manager 071,3,39.616931,-105.036789,Active,True
CUST000311,Pioneer Retail 0311,Restaurant,SO0016,ASM005,Area Sales Manager 005,MDM072,Market Development Manager 072,1,45.170698,-123.131055,Active,True
CUST000312,Evergreen Mart 0312,Convenience Retail,SO0022,ASM006,Area Sales Manager 006,MDM073,Market Development Manager 073,1,42.662639,-83.056909,Active,True
CUST000313,Corner Stop 0313,Restaurant,SO0035,ASM009,Area Sales Manager 009,MDM074,Market Development Manager 074,3,42.55574,-71.284124,Active,True
CUST000314,Valley Grocery 0314,Convenience Retail,SO0009,ASM003,Area Sales Manager 003,MDM075,Market Development Manager 075,2,47.462038,-122.192215,Active,True
CUST000315,Canyon Cafe 0315,Restaurant,SO0015,ASM004,Area Sales Manager 004,MDM076,Market Development Manager 076,2,45.234508,-122.974432,Active,True
CUST000316,Valley Grocery 0316,Convenience Retail,SO0045,ASM012,Area Sales Manager 012,MDM077,Market Development Manager 077,5,35.248726,-80.761348,Active,True
CUST000317,Metro Foods 0317,Convenience Retail,SO0046,ASM012,Area Sales Manager 012,MDM078,Market Development Manager 078,1,35.369734,-80.688552,Active,True
CUST000318,Canyon Cafe 0318,Retail,SO0005,ASM002,Area Sales Manager 002,MDM079,Market Development Manager 079,4,39.488877,-104.569403,Active,True
CUST000319,Evergreen Mart 0319,Convenience Retail,SO0027,ASM007,Area Sales Manager 007,MDM080,Market Development Manager 080,3,32.793697,-96.900037,Active,True
CUST000320,Lakeside Store 0320,Institutional,SO0035,ASM009,Area Sales Manager 009,MDM081,Market Development Manager 081,3,41.970254,-70.817075,Active,True
CUST000321,Summit Market 0321,Convenience Retail,SO0027,ASM007,Area Sales Manager 007,MDM082,Market Development Manager 082,3,32.852193,-96.978348,Active,True
CUST000322,Canyon Cafe 0322,Retail,SO0014,ASM004,Area Sales Manager 004,MDM083,Market Development Manager 083,2,45.505565,-122.243488,Active,True
CUST000323,Central Dining 0323,Retail,SO0025,ASM007,Area Sales Manager 007,MDM084,Market Development Manager 084,4,32.801053,-96.598055,Active,True
CUST000324,Summit Market 0324,Convenience Retail,SO0045,ASM012,Area Sales Manager 012,MDM085,Market Development Manager 085,4,35.198225,-81.052114,Active,True
CUST000325,Canyon Cafe 0325,Restaurant,SO0037,ASM010,Area Sales Manager 010,MDM086,Market Development Manager 086,3,40.884089,-73.788159,Active,True
CUST000326,Summit Market 0326,Institutional,SO0031,ASM008,Area Sales Manager 008,MDM087,Market Development Manager 087,3,35.560863,-97.6723,Active,True
CUST000327,Pioneer Retail 0327,Club,SO0023,ASM006,Area Sales Manager 006,MDM088,Market Development Manager 088,1,42.736418,-82.954875,Active,True
CUST000328,Canyon Cafe 0328,Club,SO0025,ASM007,Area Sales Manager 007,MDM089,Market Development Manager 089,4,32.234046,-97.300526,Active,True
CUST000329,Mountain Club 0329,Convenience Retail,SO0035,ASM009,Area Sales Manager 009,MDM090,Market Development Manager 090,1,42.422712,-71.390499,Active,True
CUST000330,Metro Foods 0330,Restaurant,SO0039,ASM010,Area Sales Manager 010,MDM091,Market Development Manager 091,2,40.94175,-74.129973,Active,True
CUST000331,Metro Foods 0331,Retail,SO0032,ASM009,Area Sales Manager 009,MDM092,Market Development Manager 092,4,34.935301,-97.45199,Active,True
CUST000332,Canyon Cafe 0332,Institutional,SO0018,ASM005,Area Sales Manager 005,MDM093,Market Development Manager 093,5,41.712746,-87.919166,Active,True
CUST000333,Summit Market 0333,Convenience Retail,SO0032,ASM009,Area Sales Manager 009,MDM094,Market Development Manager 094,4,34.946499,-97.362832,Active,True
CUST000334,Evergreen Mart 0334,Convenience Retail,SO0025,ASM007,Area Sales Manager 007,MDM095,Market Development Manager 095,3,32.156523,-97.046105,Active,True
CUST000335,Canyon Cafe 0335,Convenience Retail,SO0043,ASM011,Area Sales Manager 011,MDM096,Market Development Manager 096,2,33.662119,-84.683,Active,True
CUST000336,Valley Grocery 0336,Restaurant,SO0047,ASM012,Area Sales Manager 012,MDM097,Market Development Manager 097,4,35.328089,-80.701735,Active,True
CUST000337,Valley Grocery 0337,Restaurant,SO0030,ASM008,Area Sales Manager 008,MDM098,Market Development Manager 098,1,35.561611,-97.887664,Active,True
CUST000338,Mountain Club 0338,Convenience Retail,SO0040,ASM011,Area Sales Manager 011,MDM099,Market Development Manager 099,2,40.595511,-74.177962,Active,True
CUST000339,Canyon Cafe 0339,Convenience Retail,SO0002,ASM001,Area Sales Manager 001,MDM100,Market Development Manager 100,1,41.002667,-111.817767,Active,True
CUST000340,Central Dining 0340,Retail,SO0038,ASM010,Area Sales Manager 010,MDM101,Market Development Manager 101,1,40.921207,-74.641897,Active,True
CUST000341,Summit Market 0341,Retail,SO0043,ASM011,Area Sales Manager 011,MDM102,Market Development Manager 102,5,33.816524,-84.285007,Active,True
CUST000342,Canyon Cafe 0342,Institutional,SO0006,ASM002,Area Sales Manager 002,MDM103,Market Development Manager 103,1,39.903672,-104.312614,Active,True
CUST000343,Lakeside Store 0343,Convenience Retail,SO0009,ASM003,Area Sales Manager 003,MDM104,Market Development Manager 104,3,47.713149,-122.222352,Active,True
CUST000344,Summit Market 0344,Convenience Retail,SO0012,ASM004,Area Sales Manager 004,MDM105,Market Development Manager 105,5,48.183661,-122.250389,Active,True
CUST000345,Canyon Cafe 0345,Convenience Retail,SO0017,ASM005,Area Sales Manager 005,MDM106,Market Development Manager 106,2,41.850814,-87.69302,Active,True
CUST000346,Metro Foods 0346,Institutional,SO0021,ASM006,Area Sales Manager 006,MDM107,Market Development Manager 107,4,42.419557,-82.567561,Active,True
CUST000347,Evergreen Mart 0347,Retail,SO0030,ASM008,Area Sales Manager 008,MDM108,Market Development Manager 108,3,35.340824,-97.618985,Active,True
CUST000348,Canyon Cafe 0348,Convenience Retail,SO0022,ASM006,Area Sales Manager 006,MDM109,Market Development Manager 109,3,42.560478,-83.479102,Active,True
CUST000349,Canyon Cafe 0349,Retail,SO0018,ASM005,Area Sales Manager 005,MDM110,Market Development Manager 110,2,41.972337,-87.911547,Active,True
CUST000350,Corner Stop 0350,Retail,SO0017,ASM005,Area Sales Manager 005,MDM111,Market Development Manager 111,4,42.117998,-88.008489,Active,True
CUST000351,Summit Market 0351,Institutional,SO0031,ASM008,Area Sales Manager 008,MDM112,Market Development Manager 112,4,35.066282,-97.522474,Active,True
CUST000352,Mountain Club 0352,Restaurant,SO0048,ASM013,Area Sales Manager 013,MDM113,Market Development Manager 113,3,35.271415,-80.770292,Active,True
CUST000353,Evergreen Mart 0353,Institutional,SO0004,ASM002,Area Sales Manager 002,MDM114,Market Development Manager 114,4,40.044036,-111.97036,Active,True
CUST000354,Corner Stop 0354,Retail,SO0015,ASM004,Area Sales Manager 004,MDM115,Market Development Manager 115,2,45.538746,-122.366211,Active,True
CUST000355,Summit Market 0355,Club,SO0042,ASM011,Area Sales Manager 011,MDM116,Market Development Manager 116,4,33.520044,-84.555978,Active,True
CUST000356,Metro Foods 0356,Convenience Retail,SO0002,ASM001,Area Sales Manager 001,MDM117,Market Development Manager 117,1,40.876353,-112.358805,Active,True
CUST000357,Summit Market 0357,Institutional,SO0013,ASM004,Area Sales Manager 004,MDM118,Market Development Manager 118,2,45.469575,-122.534513,Active,True
CUST000358,Valley Grocery 0358,Institutional,SO0040,ASM011,Area Sales Manager 011,MDM119,Market Development Manager 119,2,40.654704,-74.223417,Active,True
CUST000359,Valley Grocery 0359,Club,SO0016,ASM005,Area Sales Manager 005,MDM120,Market Development Manager 120,2,45.688868,-122.614423,Active,True
CUST000360,Corner Stop 0360,Convenience Retail,SO0031,ASM008,Area Sales Manager 008,MDM001,Market Development Manager 001,3,35.5959,-97.621112,Active,True
CUST000361,Metro Foods 0361,Convenience Retail,SO0037,ASM010,Area Sales Manager 010,MDM002,Market Development Manager 002,4,41.050934,-73.830423,Active,True
