activity_date,customer_id,sales_organization_id,total_sales_amount,total_cases,total_stops,hotshots,off_day_deliveries,driver_labor_cost,overtime_cost,fuel_cost,vehicle_operating_cost,delivery_handling_cost,hotshot_cost,off_day_delivery_cost,other_operational_cost,total_operational_cost
2024-01-03,CUST000038,SO0043,1404.95,94.83,1,0,0,46.29,5.77,20.75,33.04,33.76,0,0,8.39,148.0
2024-01-03,CUST000046,SO0004,1479.72,76.1,1,0,0,38.07,4.74,15.22,34.57,15.15,0,0,6.03,113.78
2024-01-03,CUST000053,SO0010,2293.42,108.85,1,0,0,36.77,7.89,12.31,23.05,58.35,0,0,3.81,142.18
2024-01-03,CUST000087,SO0032,1358.81,68.79,1,0,0,42.45,1.34,21.32,16.34,37.55,0,0,10.13,129.13
2024-01-03,CUST000090,SO0004,1909.88,71.09,1,0,0,34.74,5.95,23.27,27.14,19.24,0,0,3.41,113.75
2024-01-03,CUST000095,SO0043,590.52,39.2,1,0,0,36.38,2.35,11.91,21.47,8.44,0,0,7.33,87.88
2024-01-03,CUST000107,SO0002,418.13,29.68,1,0,0,48.02,6.87,14.97,10.08,7.51,0,0,2.46,89.91
2024-01-03,CUST000122,SO0007,1676.6,61.56,1,0,0,40.53,2.07,21.52,30.98,28.2,0,0,11.65,134.95
2024-01-03,CUST000135,SO0030,1484.77,102.05,1,0,0,42.23,6.94,20.08,25.56,23.66,0,0,10.05,128.52
2024-01-03,CUST000145,SO0001,2089.02,78.85,1,0,0,38.84,0.26,10.93,13.38,26.62,0,0,4.38,94.41
2024-01-03,CUST000165,SO0038,4786.2,252.47,1,0,0,43.8,4.74,14.73,15.38,126.88,0,0,5.94,211.47
2024-01-03,CUST000200,SO0018,2291.75,131.86,1,0,0,50.83,4.15,13.89,34.3,24.78,0,0,9.62,137.57
2024-01-03,CUST000251,SO0035,747.69,37.78,1,0,0,35.38,9.08,8.84,23.45,12.21,0,0,10.72,99.68
2024-01-03,CUST000263,SO0043,3650.75,129.22,1,0,0,28.19,13.31,8.01,29.77,32.71,0,0,9.12,121.11
2024-01-03,CUST000316,SO0045,1407.85,53.36,1,0,0,34.54,9.93,15.59,13.54,13.55,0,0,8.16,95.31
2024-01-03,CUST000374,SO0044,1787.05,64.38,1,0,0,40.03,10.61,9.0,13.22,26.24,0,0,7.98,107.08
2024-01-03,CUST000404,SO0045,2134.21,83.96,1,0,0,30.45,3.54,19.21,11.63,42.69,0,0,6.09,113.61
2024-01-03,CUST000412,SO0029,463.54,31.95,1,0,0,31.55,2.98,8.28,20.39,6.0,0,0,6.42,75.62
2024-01-03,CUST000431,SO0018,1034.95,62.42,1,0,0,39.69,8.1,18.98,16.68,26.44,0,0,3.94,113.83
2024-01-03,CUST000432,SO0034,3815.62,133.91,1,0,0,42.04,11.21,19.97,31.4,47.66,0,0,9.26,161.54
2024-01-03,CUST000494,SO0039,723.2,31.69,1,0,0,49.61,10.87,12.6,29.29,17.08,0,0,3.2,122.65
2024-01-03,CUST000510,SO0043,908.99,58.59,1,0,0,33.72,10.2,13.83,29.28,24.82,0,0,3.87,115.72
2024-01-03,CUST000513,SO0019,1728.2,114.04,1,1,0,44.93,8.23,21.94,13.92,37.47,185,0,8.46,319.95
2024-01-03,CUST000529,SO0008,1444.42,59.56,1,0,0,28.61,7.27,15.94,27.51,12.96,0,0,5.52,97.81
2024-01-03,CUST000565,SO0025,2028.32,75.35,1,0,0,47.83,11.95,20.76,12.89,36.37,0,0,4.8,134.6
2024-01-03,CUST000628,SO0041,2069.72,96.1,1,0,0,42.55,0.25,13.35,18.09,16.92,0,0,6.5,97.66
2024-01-03,CUST000638,SO0033,2508.92,98.55,1,0,0,51.9,3.68,8.97,32.53,33.42,0,0,7.15,137.65
2024-01-03,CUST000639,SO0011,2583.55,170.15,2,0,0,85.29,14.88,38.91,28.89,75.09,0,0,17.92,260.98
2024-01-03,CUST000643,SO0005,709.13,42.73,1,0,0,33.56,13.33,14.46,15.06,22.67,0,0,4.51,103.59
2024-01-03,CUST000657,SO0015,543.56,35.13,1,1,0,38.4,12.36,20.1,24.14,11.6,185,0,9.53,301.13
2024-01-03,CUST000679,SO0035,1891.28,79.19,1,0,0,48.95,12.01,12.21,10.38,33.86,0,0,11.8,129.21
2024-01-03,CUST000694,SO0010,984.78,68.8,1,0,0,33.14,9.2,18.64,14.46,34.69,0,0,7.52,117.65
2024-01-03,CUST000702,SO0017,1169.24,83.08,1,0,0,48.65,4.02,22.19,12.16,17.96,0,0,8.55,113.53
2024-01-03,CUST000707,SO0024,1876.27,109.71,1,0,0,44.26,1.68,8.53,27.01,22.16,0,0,2.69,106.33
2024-01-03,CUST000728,SO0007,1345.85,50.71,1,0,0,48.71,10.77,18.68,34.67,17.35,0,0,11.15,141.33
2024-01-03,CUST000751,SO0019,3161.9300000000003,183.84,2,0,0,70.71,20.75,39.1,65.04,53.61,0,0,23.76,272.97
2024-01-03,CUST000752,SO0020,1956.75,109.31,1,0,0,45.67,9.35,11.32,17.09,40.81,0,0,5.2,129.44
2024-01-03,CUST000780,SO0006,1295.8,71.76,1,0,0,36.53,3.98,10.98,26.56,31.57,0,0,3.61,113.23
2024-01-03,CUST000810,SO0048,1782.76,108.87,1,0,0,31.21,7.01,17.28,23.07,57.33,0,0,7.34,143.24
2024-01-03,CUST000811,SO0028,1110.62,50.44,1,0,0,50.39,5.77,17.81,31.61,20.36,0,0,6.01,131.95
2024-01-03,CUST000881,SO0010,2712.07,190.19,1,0,0,28.05,13.27,14.11,13.83,94.46,0,0,11.71,175.43
2024-01-03,CUST000893,SO0002,1366.57,53.96,1,0,0,31.6,9.31,13.7,24.21,25.16,0,0,2.34,106.32
2024-01-03,CUST000954,SO0030,917.96,62.39,1,0,0,40.9,3.72,20.68,32.14,24.81,0,0,3.37,125.62
2024-01-03,CUST000974,SO0023,1894.51,87.22,1,0,0,33.38,8.87,20.3,22.78,27.03,0,0,10.78,123.14
2024-01-03,CUST000999,SO0025,1102.63,44.06,1,0,0,51.33,9.73,9.9,27.52,21.65,0,0,11.69,131.82
2024-01-03,CUST001037,SO0002,2696.23,118.93,1,0,1,28.76,2.26,13.73,31.23,29.3,0,110,4.26,219.54
2024-01-03,CUST001065,SO0034,588.18,32.55,1,0,0,35.67,4.9,20.75,33.14,17.22,0,0,9.52,121.2
2024-01-03,CUST001109,SO0022,1234.4,64.03,1,0,0,32.3,1.68,9.58,16.63,16.04,0,0,5.23,81.46
2024-01-03,CUST001112,SO0047,1011.87,50.61,1,0,0,48.51,8.5,11.48,13.53,25.67,0,0,7.17,114.86
2024-01-03,CUST001152,SO0008,2319.83,82.61,1,0,0,50.36,6.75,8.11,14.21,35.49,0,0,6.79,121.71
2024-01-03,CUST001258,SO0022,1395.4,70.91,1,1,0,37.32,4.14,23.69,17.15,28.32,185,0,11.27,306.89
2024-01-03,CUST001262,SO0001,619.47,24.93,1,0,0,39.7,0.13,20.55,28.6,13.05,0,0,4.97,107.0
2024-01-03,CUST001313,SO0009,1590.42,72.32,1,0,0,31.03,8.9,24.39,32.44,21.41,0,0,3.66,121.83
2024-01-03,CUST001324,SO0035,1492.1,54.61,1,0,0,33.83,11.35,22.42,14.11,28.57,0,0,11.15,121.43
2024-01-03,CUST001333,SO0009,1771.59,89.39,1,0,0,50.78,11.99,18.38,21.05,45.16,0,0,3.21,150.57
2024-01-03,CUST001369,SO0041,2428.39,92.53,1,0,0,51.95,12.32,9.27,19.25,26.61,0,0,7.97,127.37
2024-01-03,CUST001400,SO0048,1509.56,60.12,1,0,0,47.98,3.32,11.64,14.57,22.44,0,0,6.04,105.99
2024-01-03,CUST001401,SO0048,1463.75,85.19,1,0,0,48.24,1.02,20.72,32.07,35.3,0,0,11.16,148.51
2024-01-03,CUST001434,SO0035,672.95,34.64,1,0,0,34.31,0.42,21.7,16.66,10.58,0,0,6.93,90.6
2024-01-03,CUST001453,SO0012,1528.31,59.57,1,0,0,50.14,9.22,17.35,33.65,27.58,0,0,3.81,141.75
2024-01-03,CUST001467,SO0036,1506.63,73.68,1,0,0,36.89,6.84,24.09,27.06,25.69,0,0,8.94,129.51
2024-01-03,CUST001505,SO0043,1572.62,87.87,1,0,0,50.64,4.9,8.48,10.65,43.71,0,0,9.64,128.02
2024-01-03,CUST001506,SO0006,1708.87,90.94,1,0,0,44.84,9.99,15.67,14.19,45.81,0,0,3.63,134.13
2024-01-03,CUST001510,SO0010,2889.98,150.5,1,0,0,31.96,1.26,21.77,17.12,35.45,0,0,6.55,114.11
2024-01-03,CUST001531,SO0016,2145.46,77.02,1,0,0,44.68,13.85,9.91,30.63,40.62,0,0,2.34,142.03
2024-01-03,CUST001551,SO0022,2435.86,102.83,1,0,0,51.9,12.23,23.72,11.49,25.75,0,0,11.82,136.91
2024-01-03,CUST001587,SO0003,2225.88,158.74,1,0,0,34.81,1.47,19.95,14.54,27.92,0,0,2.54,101.23
2024-01-03,CUST001599,SO0045,1881.1,67.17,1,0,0,34.59,10.84,13.35,14.27,17.84,0,0,9.75,100.64
2024-01-03,CUST001629,SO0025,911.1,53.64,1,0,0,31.05,12.63,10.75,33.45,11.11,0,0,2.16,101.15
2024-01-03,CUST001631,SO0014,1687.97,76.66,1,0,0,48.19,12.49,13.28,23.34,19.62,0,0,3.36,120.28
2024-01-03,CUST001649,SO0016,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2024-01-03,CUST001663,SO0040,1558.98,60.21,1,0,0,31.31,5.09,22.79,29.14,11.43,0,0,9.72,109.48
2024-01-03,CUST001721,SO0048,2291.41,90.94,1,0,0,50.51,10.14,12.53,13.83,18.6,0,0,3.34,108.95
2024-01-03,CUST001731,SO0032,1501.99,70.62,1,0,0,28.7,12.03,24.93,19.35,27.58,0,0,6.64,119.23
2024-01-03,CUST001736,SO0022,1141.49,59.3,1,0,0,28.57,13.48,12.34,15.19,12.4,0,0,6.6,88.58
2024-01-03,CUST001746,SO0006,1196.54,72.85,1,0,0,33.53,13.34,24.65,34.87,20.9,0,0,6.43,133.72
2024-01-03,CUST001751,SO0047,3321.33,122.5,1,0,0,46.55,10.04,17.33,15.43,40.6,0,0,2.77,132.72
2024-01-03,CUST001784,SO0016,1145.76,42.2,1,0,0,34.69,5.28,12.84,26.23,6.62,0,0,10.67,96.33
2024-01-03,CUST001825,SO0004,2194.64,102.73,1,0,0,50.56,5.53,15.52,24.56,52.27,0,0,9.8,158.24
2024-01-03,CUST001831,SO0008,2066.92,101.56,1,0,0,35.84,9.85,8.13,29.61,17.35,0,0,7.39,108.17
2024-01-03,CUST001937,SO0013,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,185,0,0.0,185.0
2024-01-03,CUST001970,SO0021,1471.09,97.14,1,0,0,51.53,3.78,22.25,24.31,51.68,0,0,4.28,157.83
2024-01-03,CUST001990,SO0010,1579.49,63.12,1,0,1,33.32,12.18,19.64,15.79,29.81,0,110,2.13,222.87
2024-01-03,CUST001993,SO0012,1604.86,67.87,1,0,0,41.36,12.55,16.77,14.3,18.16,0,0,10.93,114.07
2024-01-03,CUST002024,SO0003,3713.52,134.11,1,0,0,36.83,12.67,24.66,34.28,66.67,0,0,4.79,179.9
2024-01-03,CUST002030,SO0048,630.51,40.1,1,0,0,32.44,9.68,19.79,29.81,10.42,0,0,5.87,108.01
2024-01-03,CUST002042,SO0011,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2024-01-03,CUST002049,SO0005,2084.12,90.71,1,0,0,48.83,2.3,18.84,26.0,36.01,0,0,4.72,136.7
2024-01-03,CUST002052,SO0007,2223.04,84.82,1,0,0,37.29,0.2,12.79,10.73,17.64,0,0,9.87,88.52
2024-01-03,CUST002053,SO0022,1084.52,55.2,1,0,0,44.45,13.37,13.41,13.7,25.29,0,0,6.46,116.68
2024-01-03,CUST002109,SO0029,765.98,35.37,1,0,0,35.2,11.03,20.03,15.97,15.05,0,0,6.82,104.1
2024-01-03,CUST002128,SO0007,2287.09,106.92,2,0,0,76.29,11.79,46.77,46.74,39.23,0,0,14.21,235.03
2024-01-03,CUST002136,SO0012,1309.41,83.71,1,0,0,40.37,3.3,18.44,20.35,15.19,0,0,6.05,103.7
2024-01-03,CUST002190,SO0039,940.47,54.38,1,0,0,30.72,11.34,14.76,34.39,22.85,0,0,3.95,118.01
2024-01-03,CUST002192,SO0039,1629.38,78.34,1,0,0,35.64,9.72,13.83,32.67,35.0,0,0,10.23,137.09
2024-01-03,CUST002206,SO0031,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2024-01-03,CUST002247,SO0034,2348.73,91.7,1,0,0,43.3,10.85,23.88,28.13,31.4,0,0,6.75,144.31
2024-01-03,CUST002249,SO0010,1140.67,64.72,1,0,0,28.24,0.06,24.05,14.94,19.28,0,0,4.73,91.3
2024-01-03,CUST002254,SO0006,3283.41,161.18,1,0,0,44.48,4.77,17.1,18.42,25.71,0,0,6.48,116.96
2024-01-03,CUST002255,SO0022,2473.46,128.53,1,0,0,50.04,1.91,21.62,10.23,26.39,0,0,11.34,121.53
2024-01-03,CUST002277,SO0020,1236.33,60.74,1,0,0,29.59,9.73,20.5,10.69,25.2,0,0,8.21,103.92
2024-01-03,CUST002303,SO0014,2255.87,77.96,1,0,0,41.08,1.7,24.86,18.13,32.79,0,0,2.22,120.78
2024-01-03,CUST002320,SO0032,2205.36,140.49,1,0,0,51.92,2.98,14.55,26.05,66.13,0,0,4.43,166.06
2024-01-03,CUST002326,SO0043,1737.3,78.76,1,0,0,49.45,10.85,18.92,32.26,29.58,0,0,9.94,151.0
2024-01-03,CUST002350,SO0008,1709.25,67.6,1,0,0,33.99,12.1,14.32,29.35,18.68,0,0,10.87,119.31
2024-01-03,CUST002372,SO0043,1598.36,88.24,1,0,0,50.13,13.81,16.82,23.84,28.37,0,0,9.88,142.85
2024-01-03,CUST002402,SO0004,3702.4,135.99,1,0,0,31.64,0.08,18.63,17.56,48.86,0,0,5.2,121.97
2024-01-03,CUST002434,SO0012,608.95,33.63,1,0,0,35.62,12.07,10.58,24.29,11.82,0,0,10.72,105.1
2024-01-03,CUST002453,SO0046,1353.09,62.06,1,0,0,38.84,10.89,17.98,26.07,18.53,0,0,10.01,122.32
2024-01-03,CUST002470,SO0045,3129.01,135.52,1,0,0,38.66,12.03,10.72,19.01,50.79,0,0,5.48,136.69
2024-01-03,CUST002477,SO0033,1224.34,68.34,1,0,0,43.85,2.86,13.53,21.52,30.32,0,0,9.26,121.34
2024-01-03,CUST002481,SO0036,4038.68,158.68,1,0,0,41.04,5.01,19.27,22.64,75.43,0,0,9.15,172.54
2024-01-04,CUST000020,SO0006,1005.76,70.27,1,0,0,30.57,1.83,15.52,13.78,24.74,0,0,7.85,94.29
2024-01-04,CUST000034,SO0025,1057.36,74.58,1,0,0,47.63,6.62,17.86,21.87,15.63,0,0,6.87,116.48
2024-01-04,CUST000066,SO0039,846.61,45.34,1,0,0,41.68,3.06,10.16,32.96,20.23,0,0,4.11,112.2
2024-01-04,CUST000075,SO0028,1616.86,57.77,1,0,0,44.51,1.35,13.98,29.9,29.95,0,0,8.18,127.87
2024-01-04,CUST000085,SO0034,1363.81,47.92,1,0,0,37.61,7.84,17.85,13.49,13.87,0,0,9.53,100.19
2024-01-04,CUST000154,SO0004,1405.59,71.81,1,0,0,39.84,12.9,13.63,17.44,23.19,0,0,5.82,112.82
2024-01-04,CUST000200,SO0018,1788.76,69.36,1,0,0,34.7,10.45,23.51,30.46,23.83,0,0,7.45,130.4
2024-01-04,CUST000221,SO0012,2047.2,124.67,1,0,0,45.98,7.44,13.21,19.12,20.14,0,0,10.38,116.27
2024-01-04,CUST000237,SO0026,957.25,54.39,1,0,0,45.48,1.92,17.39,25.72,26.97,0,0,10.78,128.26
2024-01-04,CUST000241,SO0017,1386.98,57.86,1,0,0,49.41,9.23,16.88,28.95,26.87,0,0,5.24,136.58
2024-01-04,CUST000293,SO0045,3039.83,117.93,1,0,0,48.85,4.18,8.57,32.69,47.11,0,0,6.03,147.43
2024-01-04,CUST000336,SO0047,1286.24,65.73,1,0,0,29.3,9.6,17.92,14.95,32.81,0,0,3.21,107.79
2024-01-04,CUST000342,SO0006,1023.15,66.6,1,0,0,43.85,12.53,20.06,18.56,22.98,0,0,9.26,127.24
2024-01-04,CUST000415,SO0045,1414.34,84.06,1,0,0,34.34,2.98,8.03,33.89,14.47,0,0,5.58,99.29
2024-01-04,CUST000419,SO0023,762.67,44.25,1,0,0,28.46,4.65,20.53,19.65,12.64,0,0,11.4,97.33
2024-01-04,CUST000446,SO0029,683.2,37.51,1,0,0,42.85,7.66,20.81,14.77,20.45,0,0,11.83,118.37
2024-01-04,CUST000479,SO0043,1058.79,44.85,1,0,0,45.63,7.0,10.67,17.11,23.5,0,0,10.53,114.44
2024-01-04,CUST000487,SO0019,1641.3,71.03,1,0,0,40.62,1.62,19.3,15.51,15.38,0,0,6.26,98.69
2024-01-04,CUST000514,SO0036,1978.05,110.39,1,0,0,43.44,8.59,19.15,24.4,41.83,0,0,4.09,141.5
2024-01-04,CUST000523,SO0040,716.65,49.58,1,0,0,29.36,8.79,8.02,34.78,16.48,0,0,6.81,104.24
2024-01-04,CUST000533,SO0001,466.49,17.35,1,0,0,43.46,6.26,11.82,23.07,5.25,0,0,5.5,95.36
2024-01-04,CUST000535,SO0015,1935.3,112.15,1,0,0,35.09,9.83,19.14,21.74,21.58,0,0,6.04,113.42
2024-01-04,CUST000552,SO0043,2604.75,101.96,1,0,0,44.9,5.52,14.13,20.92,42.65,0,0,11.53,139.65
2024-01-04,CUST000588,SO0045,594.38,35.62,1,0,0,36.39,13.18,20.26,27.94,16.83,0,0,4.3,118.9
2024-01-04,CUST000589,SO0002,1394.45,97.62,1,0,0,28.62,9.03,24.8,16.58,27.71,0,0,7.23,113.97
2024-01-04,CUST000591,SO0019,272.61,10.3,1,0,0,40.79,3.91,20.75,18.27,2.05,0,0,8.49,94.26
2024-01-04,CUST000594,SO0034,465.61,24.59,1,0,0,33.41,0.67,17.33,19.44,10.03,0,0,4.64,85.52
2024-01-04,CUST000596,SO0011,1054.01,69.96,1,0,0,47.18,9.43,21.63,22.59,36.11,0,0,5.62,142.56
2024-01-04,CUST000605,SO0030,1326.11,55.13,1,0,0,31.82,9.67,24.1,34.36,25.68,0,0,10.23,135.86
2024-01-04,CUST000608,SO0029,2116.46,74.53,1,0,0,37.16,4.73,10.71,30.47,33.33,0,0,7.35,123.75
2024-01-04,CUST000630,SO0020,2816.07,114.92,1,0,0,48.52,8.71,12.96,12.41,27.42,0,0,11.96,121.98
2024-01-04,CUST000638,SO0033,3041.06,109.57,1,0,0,48.21,1.19,18.94,30.61,38.31,0,0,2.67,139.93
2024-01-04,CUST000651,SO0038,733.1,39.34,1,0,0,42.36,0.74,22.45,13.81,20.02,0,0,11.04,110.42
2024-01-04,CUST000684,SO0042,1331.22,60.11,1,0,0,38.08,5.27,19.82,21.55,32.56,0,0,9.02,126.3
2024-01-04,CUST000688,SO0014,3070.24,106.6,1,0,0,29.14,10.15,24.68,25.8,37.61,0,0,8.12,135.5
2024-01-04,CUST000696,SO0012,1379.02,86.67,1,0,1,29.09,11.53,15.08,27.1,45.06,0,110,2.1,239.96
2024-01-04,CUST000706,SO0031,1426.05,56.52,1,0,0,37.48,7.8,22.81,15.58,10.49,0,0,4.16,98.32
2024-01-04,CUST000803,SO0048,875.41,51.21,1,0,0,36.74,0.12,20.25,24.75,18.33,0,0,7.81,108.0
2024-01-04,CUST000808,SO0043,1200.99,46.88,1,0,0,47.19,11.9,9.08,24.79,15.65,0,0,7.69,116.3
2024-01-04,CUST000811,SO0028,4167.23,150.74,1,0,0,42.77,12.31,19.32,19.53,29.38,0,0,4.97,128.28
2024-01-04,CUST000865,SO0022,751.45,38.73,1,0,0,29.89,11.72,22.65,26.39,11.85,0,0,3.92,106.42
2024-01-04,CUST000971,SO0041,1422.14,81.94,1,0,0,43.78,5.33,20.76,34.82,18.89,0,0,2.35,125.93
2024-01-04,CUST000995,SO0004,1342.82,53.09,1,0,0,39.9,4.88,15.41,18.6,17.71,0,0,7.46,103.96
2024-01-04,CUST000998,SO0026,1682.4,66.76,1,0,0,47.03,6.69,20.83,26.09,16.94,0,0,8.69,126.27
2024-01-04,CUST001080,SO0023,815.76,55.06,1,0,0,34.82,3.25,24.56,20.2,14.05,0,0,5.95,102.83
2024-01-04,CUST001086,SO0040,1051.67,54.44,1,0,0,38.51,12.04,21.12,13.96,10.69,0,0,9.58,105.9
2024-01-04,CUST001095,SO0006,1081.4,54.54,1,0,0,44.54,1.94,10.34,18.83,24.63,0,0,9.34,109.62
2024-01-04,CUST001143,SO0003,1999.93,90.64,1,0,0,33.04,2.4,14.07,17.0,32.91,0,0,7.59,107.01
2024-01-04,CUST001162,SO0031,1080.29,46.52,1,0,0,51.4,0.93,9.22,11.2,21.48,0,0,8.91,103.14
2024-01-04,CUST001192,SO0027,1246.03,64.6,1,0,0,30.33,5.98,19.13,27.31,16.18,0,0,8.65,107.58
2024-01-04,CUST001203,SO0022,1149.39,52.83,1,0,0,40.15,12.95,16.11,10.55,28.91,0,0,11.61,120.28
2024-01-04,CUST001225,SO0035,1050.47,70.81,1,0,0,31.7,11.6,14.11,24.83,21.72,0,0,11.04,115.0
2024-01-04,CUST001233,SO0027,902.12,48.39,1,0,0,33.07,6.85,23.45,30.76,9.62,0,0,4.6,108.35
2024-01-04,CUST001313,SO0009,2854.21,109.32,1,0,0,29.88,8.12,18.3,31.07,17.19,0,0,8.76,113.32
2024-01-04,CUST001354,SO0016,1791.83,81.8,1,0,0,40.33,7.28,21.73,34.26,44.51,0,0,9.68,157.79
2024-01-04,CUST001361,SO0021,1922.73,74.71,1,0,0,28.9,8.49,17.08,15.13,20.76,0,0,6.52,96.88
2024-01-04,CUST001383,SO0027,1430.75,66.5,1,0,0,38.97,0.49,12.74,10.8,22.27,0,0,2.21,87.48
2024-01-04,CUST001398,SO0020,2747.58,107.82,1,0,0,46.21,7.9,19.75,28.26,51.95,0,0,10.4,164.47
2024-01-04,CUST001437,SO0001,1766.82,95.24,1,0,0,28.99,13.01,23.53,20.52,33.47,0,0,10.19,129.71
2024-01-04,CUST001460,SO0024,1595.04,81.8,1,0,0,33.27,13.72,9.47,13.92,31.04,0,0,10.07,111.49
2024-01-04,CUST001461,SO0030,1333.78,50.37,1,1,0,43.86,0.45,16.91,11.64,23.14,185,0,9.95,290.95
2024-01-04,CUST001468,SO0004,2292.58,89.65,1,0,0,43.03,3.02,22.52,32.14,38.52,0,0,6.65,145.88
2024-01-04,CUST001532,SO0034,2341.5,156.05,1,0,0,30.49,10.94,17.36,34.4,60.4,0,0,8.67,162.26
2024-01-04,CUST001544,SO0039,816.0,41.78,1,1,0,48.07,3.52,11.44,25.39,18.18,185,0,9.14,300.74
2024-01-04,CUST001549,SO0040,1454.9,72.42,1,0,0,39.37,6.16,23.27,16.66,18.45,0,0,4.58,108.49
2024-01-04,CUST001698,SO0009,474.14,33.07,1,0,0,51.79,13.02,12.13,24.47,14.32,0,0,7.44,123.17
2024-01-04,CUST001699,SO0014,3468.26,217.53,2,0,1,76.1,22.66,33.75,21.54,52.31,0,110,4.27,320.63
2024-01-04,CUST001732,SO0021,4282.4,188.66,1,0,0,42.33,1.85,19.73,21.46,32.2,0,0,2.5,120.07
2024-01-04,CUST001747,SO0017,5142.97,189.66,1,0,0,32.31,8.74,16.74,12.39,86.14,0,0,6.32,162.64
2024-01-04,CUST001790,SO0043,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2024-01-04,CUST001791,SO0014,2564.43,160.18,1,0,0,46.1,12.8,21.77,26.64,77.73,0,0,4.05,189.09
2024-01-04,CUST001800,SO0001,3187.29,141.6,2,0,0,57.92,14.32,49.25,35.37,35.31,0,0,23.78,215.95
2024-01-04,CUST001823,SO0020,1444.76,82.76,1,0,1,46.39,6.44,22.23,12.15,15.18,0,110,10.25,222.64
2024-01-04,CUST001838,SO0009,2495.24,105.55,1,0,0,43.48,5.78,20.29,26.86,33.85,0,0,3.95,134.21
2024-01-04,CUST001862,SO0047,1488.89,55.79,1,0,0,34.45,2.1,10.94,29.7,21.4,0,0,11.88,110.47
2024-01-04,CUST001881,SO0016,2825.97,105.32,1,0,0,37.65,2.23,20.42,24.47,43.77,0,0,2.95,131.49
2024-01-04,CUST001922,SO0003,1584.76,82.34,1,0,0,37.7,10.69,12.65,26.29,38.04,0,0,5.09,130.46
2024-01-04,CUST001934,SO0009,667.28,29.46,1,0,0,37.49,9.68,13.44,11.02,14.27,0,0,5.85,91.75
2024-01-04,CUST001948,SO0047,1892.64,133.12,1,0,0,43.58,13.49,18.46,29.41,38.6,0,0,5.83,149.37
2024-01-04,CUST001955,SO0003,1723.56,62.29,1,0,0,36.19,7.95,23.54,17.99,18.83,0,0,7.33,111.83
2024-01-04,CUST001971,SO0018,2481.96,107.55,1,0,0,47.79,10.56,8.41,13.73,46.45,0,0,4.32,131.26
2024-01-04,CUST001988,SO0046,1276.35,68.16,1,0,0,47.69,1.89,14.23,17.05,29.21,0,0,4.93,115.0
2024-01-04,CUST002004,SO0038,1341.69,64.53,1,0,0,40.06,7.31,10.2,22.12,33.78,0,0,6.28,119.75
2024-01-04,CUST002006,SO0024,1699.42,78.05,1,0,1,40.98,10.82,16.16,10.91,39.92,0,110,9.36,238.15
2024-01-04,CUST002021,SO0047,437.05,26.88,1,0,0,49.34,10.02,12.64,26.63,9.43,0,0,8.07,116.13
2024-01-04,CUST002030,SO0048,1694.9,59.76,1,0,0,34.93,10.36,18.99,18.41,21.14,0,0,11.29,115.12
2024-01-04,CUST002032,SO0021,1629.93,86.0,1,0,0,33.68,3.58,22.79,31.58,24.69,0,0,7.8,124.12
2024-01-04,CUST002035,SO0029,1316.4,62.08,1,0,0,37.71,13.75,13.51,14.91,12.67,0,0,6.78,99.33
2024-01-04,CUST002063,SO0007,2171.96,110.88,1,0,0,39.82,13.34,20.91,17.26,30.54,0,0,2.03,123.9
2024-01-04,CUST002071,SO0036,2403.99,109.67,1,0,0,45.86,7.88,24.92,24.27,43.47,0,0,2.86,149.26
2024-01-04,CUST002093,SO0010,1185.19,51.26,1,0,0,34.75,10.97,14.23,34.43,16.24,0,0,2.79,113.41
2024-01-04,CUST002098,SO0025,3286.81,121.67,1,0,0,29.29,5.67,17.85,26.02,39.04,0,0,8.7,126.57
2024-01-04,CUST002130,SO0019,2011.95,113.43,1,0,0,32.1,13.28,19.56,13.22,43.37,0,0,4.54,126.07
2024-01-04,CUST002163,SO0013,6712.75,254.28,1,0,0,49.55,6.72,18.51,21.7,120.09,0,0,7.48,224.05
2024-01-04,CUST002216,SO0047,419.9,23.63,1,0,0,38.64,7.05,16.49,15.39,8.9,0,0,3.43,89.9
2024-01-04,CUST002233,SO0012,2330.16,123.96,1,0,0,40.99,11.86,22.01,16.66,44.81,0,0,11.08,147.41
2024-01-04,CUST002247,SO0034,1324.88,90.94,1,0,0,39.3,10.13,18.71,22.35,43.11,0,0,3.18,136.78
2024-01-04,CUST002259,SO0011,2506.08,93.31,1,0,0,40.21,10.47,23.82,16.31,40.95,0,0,11.37,143.13
2024-01-04,CUST002298,SO0004,5233.28,204.83,1,0,0,33.1,0.17,9.59,22.99,92.0,0,0,8.88,166.73
2024-01-04,CUST002306,SO0043,1737.17,76.65,1,0,0,29.17,8.16,19.96,28.19,24.04,0,0,9.95,119.47
2024-01-04,CUST002342,SO0029,2188.61,95.6,1,0,0,38.69,3.34,14.82,16.1,30.04,0,0,9.17,112.16
