work_date,driver_id,route_id,vehicle_id,sales_organization_id,total_deliveries,total_stops,missed_stops,total_cases_delivered,scheduled_hours,total_hours,regular_hours,overtime_hours,completed_stops,planned_miles,miles_driven
2024-01-02,DRV00180,ROUTE00179,VEH00178,SO0045,1,1,0,90.19,8.0,5.96,5.96,0.0,1,4.79,5.67
2024-01-02,DRV00180,ROUTE00180,VEH00178,SO0045,1,1,0,49.08,8.0,6.17,6.17,0.0,1,7.38,8.46
2024-01-02,DRV00189,ROUTE00190,VEH00191,SO0048,1,1,0,111.96,8.0,6.7,6.7,0.0,1,7.44,7.2
2024-01-02,DRV00192,ROUTE00189,VEH00189,SO0048,1,1,0,27.22,8.0,4.59,4.59,0.0,1,5.87,6.22
2024-01-02,DRV00192,ROUTE00192,VEH00192,SO0048,1,1,0,69.68,8.0,6.68,6.68,0.0,1,3.99,3.82
2024-01-03,DRV00001,ROUTE00001,VEH00004,SO0001,1,1,0,24.93,8.0,6.3,6.3,0.0,1,6.71,8.06
2024-01-03,DRV00001,ROUTE00003,VEH00001,SO0001,1,1,0,78.85,8.0,5.28,5.28,0.0,1,7.15,7.2
2024-01-03,DRV00006,ROUTE00005,VEH00007,SO0002,1,1,0,29.68,8.0,5.32,5.32,0.0,1,5.52,5.98
2024-01-03,DRV00007,ROUTE00006,VEH00006,SO0002,1,1,0,118.93,8.0,5.99,5.99,0.0,1,3.65,3.83
2024-01-03,DRV00008,ROUTE00005,VEH00008,SO0002,1,1,0,53.96,8.0,7.08,7.08,0.0,1,4.08,4.41
2024-01-03,DRV00010,ROUTE00010,VEH00010,SO0003,1,1,0,158.74,8.0,6.33,6.33,0.0,1,4.42,5.06
2024-01-03,DRV00011,ROUTE00011,VEH00011,SO0003,1,1,0,134.11,8.0,6.72,6.72,0.0,1,7.23,7.32
2024-01-03,DRV00013,ROUTE00016,VEH00013,SO0004,1,1,0,102.73,8.0,6.25,6.25,0.0,1,6.55,7.0
2024-01-03,DRV00014,ROUTE00016,VEH00013,SO0004,1,1,0,135.99,8.0,8.31,8.0,0.31,1,6.09,7.59
2024-01-03,DRV00014,ROUTE00016,VEH00014,SO0004,1,1,0,76.1,8.0,4.9,4.9,0.0,1,6.87,7.33
2024-01-03,DRV00015,ROUTE00016,VEH00015,SO0004,1,1,0,71.09,8.0,5.63,5.63,0.0,1,7.23,7.05
2024-01-03,DRV00017,ROUTE00019,VEH00017,SO0005,1,1,0,42.73,8.0,6.21,6.21,0.0,1,5.66,6.26
2024-01-03,DRV00020,ROUTE00020,VEH00020,SO0005,1,1,0,90.71,8.0,6.45,6.45,0.0,1,3.64,4.44
2024-01-03,DRV00021,ROUTE00021,VEH00022,SO0006,1,1,0,71.76,8.0,6.08,6.08,0.0,1,4.51,4.86
2024-01-03,DRV00022,ROUTE00022,VEH00023,SO0006,1,1,0,90.94,8.0,7.78,7.78,0.0,1,3.93,3.99
2024-01-03,DRV00024,ROUTE00022,VEH00023,SO0006,1,1,0,72.85,8.0,5.9,5.9,0.0,1,3.61,4.32
2024-01-03,DRV00024,ROUTE00023,VEH00023,SO0006,1,1,0,161.18,8.0,6.5,6.5,0.0,1,3.7,3.69
2024-01-03,DRV00025,ROUTE00027,VEH00025,SO0007,1,1,0,76.29,8.0,4.56,4.56,0.0,1,5.79,6.86
2024-01-03,DRV00025,ROUTE00027,VEH00027,SO0007,1,1,0,84.82,8.0,7.2,7.2,0.0,1,3.86,4.57
2024-01-03,DRV00027,ROUTE00027,VEH00028,SO0007,1,1,0,61.56,8.0,6.45,6.45,0.0,1,7.39,7.31
2024-01-03,DRV00027,ROUTE00028,VEH00027,SO0007,1,1,0,30.63,8.0,6.88,6.88,0.0,1,5.58,6.06
2024-01-03,DRV00028,ROUTE00025,VEH00026,SO0007,1,1,0,50.71,8.0,6.66,6.66,0.0,1,6.59,6.55
2024-01-03,DRV00029,ROUTE00029,VEH00029,SO0008,1,1,0,101.56,8.0,5.93,5.93,0.0,1,6.29,6.38
2024-01-03,DRV00029,ROUTE00031,VEH00031,SO0008,1,1,0,67.6,8.0,7.26,7.26,0.0,1,4.03,3.92
2024-01-03,DRV00030,ROUTE00031,VEH00031,SO0008,1,1,0,82.61,8.0,7.53,7.53,0.0,1,6.31,6.54
2024-01-03,DRV00030,ROUTE00031,VEH00032,SO0008,1,1,0,59.56,8.0,5.7,5.7,0.0,1,3.65,3.56
2024-01-03,DRV00033,ROUTE00034,VEH00035,SO0009,1,1,0,72.32,8.0,6.46,6.46,0.0,1,6.59,6.83
2024-01-03,DRV00036,ROUTE00036,VEH00035,SO0009,1,1,0,89.39,8.0,5.76,5.76,0.0,1,4.56,4.56
2024-01-03,DRV00038,ROUTE00037,VEH00039,SO0010,1,1,0,68.8,8.0,6.51,6.51,0.0,1,6.38,7.62
2024-01-03,DRV00038,ROUTE00037,VEH00040,SO0010,1,1,0,63.12,8.0,6.47,6.47,0.0,1,4.38,4.23
2024-01-03,DRV00039,ROUTE00038,VEH00037,SO0010,1,1,0,190.19,8.0,6.74,6.74,0.0,1,6.23,6.73
2024-01-03,DRV00039,ROUTE00038,VEH00039,SO0010,1,1,0,150.5,8.0,6.01,6.01,0.0,1,6.38,6.78
2024-01-03,DRV00039,ROUTE00040,VEH00037,SO0010,1,1,0,64.72,8.0,6.31,6.31,0.0,1,5.52,5.33
2024-01-03,DRV00039,ROUTE00040,VEH00040,SO0010,1,1,0,108.85,8.0,7.4,7.4,0.0,1,6.34,6.69
2024-01-03,DRV00041,ROUTE00042,VEH00041,SO0011,1,1,0,133.63,8.0,5.08,5.08,0.0,1,6.76,6.94
2024-01-03,DRV00043,ROUTE00044,VEH00044,SO0011,1,0,1,0.0,8.0,7.65,7.65,0.0,0,6.32,6.31
2024-01-03,DRV00044,ROUTE00043,VEH00041,SO0011,1,1,0,36.52,8.0,6.42,6.42,0.0,1,7.15,7.0
2024-01-03,DRV00044,ROUTE00043,VEH00042,SO0011,1,1,0,102.13,8.0,6.64,6.64,0.0,1,4.17,4.83
2024-01-03,DRV00045,ROUTE00048,VEH00046,SO0012,1,1,0,83.71,8.0,6.41,6.41,0.0,1,6.79,8.28
2024-01-03,DRV00045,ROUTE00048,VEH00047,SO0012,1,1,0,67.87,8.0,6.57,6.57,0.0,1,7.3,8.3
2024-01-03,DRV00047,ROUTE00047,VEH00047,SO0012,1,1,0,59.57,8.0,7.64,7.64,0.0,1,6.32,7.54
2024-01-03,DRV00047,ROUTE00047,VEH00048,SO0012,1,1,0,33.63,8.0,6.68,6.68,0.0,1,6.51,6.6
2024-01-03,DRV00052,ROUTE00049,VEH00052,SO0013,1,0,1,0.0,8.0,8.03,8.0,0.03,0,7.19,8.56
2024-01-03,DRV00054,ROUTE00054,VEH00056,SO0014,1,1,0,77.96,8.0,5.49,5.49,0.0,1,6.88,6.89
2024-01-03,DRV00055,ROUTE00053,VEH00056,SO0014,1,1,0,76.66,8.0,7.31,7.31,0.0,1,4.97,6.17
2024-01-03,DRV00060,ROUTE00058,VEH00060,SO0015,1,1,0,35.13,8.0,7.13,7.13,0.0,1,4.88,4.85
2024-01-03,DRV00063,ROUTE00062,VEH00062,SO0016,1,0,1,0.0,8.0,6.71,6.71,0.0,0,6.02,6.95
2024-01-03,DRV00063,ROUTE00062,VEH00063,SO0016,1,1,0,77.02,8.0,6.37,6.37,0.0,1,3.52,3.49
2024-01-03,DRV00064,ROUTE00063,VEH00064,SO0016,1,1,0,42.2,8.0,5.65,5.65,0.0,1,4.59,4.83
2024-01-03,DRV00066,ROUTE00068,VEH00067,SO0017,1,1,0,83.08,8.0,7.02,7.02,0.0,1,5.85,7.26
2024-01-03,DRV00071,ROUTE00069,VEH00069,SO0018,1,1,0,62.42,8.0,6.83,6.83,0.0,1,4.82,5.79
2024-01-03,DRV00071,ROUTE00070,VEH00071,SO0018,1,1,0,131.86,8.0,6.63,6.63,0.0,1,5.01,5.47
2024-01-03,DRV00073,ROUTE00076,VEH00073,SO0019,1,1,0,93.47,8.0,5.43,5.43,0.0,1,5.25,6.0
2024-01-03,DRV00074,ROUTE00073,VEH00075,SO0019,1,1,0,52.98,8.0,5.69,5.69,0.0,1,5.18,6.45
2024-01-03,DRV00075,ROUTE00075,VEH00076,SO0019,1,1,0,90.37,8.0,5.36,5.36,0.0,1,7.18,7.17
2024-01-03,DRV00076,ROUTE00074,VEH00073,SO0019,1,1,0,114.04,8.0,6.99,6.99,0.0,1,4.21,4.25
2024-01-03,DRV00077,ROUTE00079,VEH00078,SO0020,1,1,0,60.74,8.0,6.79,6.79,0.0,1,4.36,4.4
2024-01-03,DRV00079,ROUTE00078,VEH00077,SO0020,1,1,0,109.31,8.0,5.77,5.77,0.0,1,5.04,6.12
2024-01-03,DRV00083,ROUTE00083,VEH00083,SO0021,1,1,0,97.14,8.0,6.42,6.42,0.0,1,3.63,4.15
2024-01-03,DRV00085,ROUTE00085,VEH00085,SO0022,1,1,0,128.53,8.0,7.68,7.68,0.0,1,5.56,5.73
2024-01-03,DRV00085,ROUTE00087,VEH00086,SO0022,1,1,0,64.03,8.0,6.94,6.94,0.0,1,3.87,4.65
2024-01-03,DRV00086,ROUTE00085,VEH00085,SO0022,1,1,0,55.2,8.0,7.16,7.16,0.0,1,3.78,4.59
2024-01-03,DRV00087,ROUTE00085,VEH00087,SO0022,1,1,0,59.3,8.0,6.2,6.2,0.0,1,5.92,6.79
2024-01-03,DRV00088,ROUTE00085,VEH00087,SO0022,1,1,0,102.83,8.0,5.21,5.21,0.0,1,5.43,6.78
2024-01-03,DRV00088,ROUTE00086,VEH00086,SO0022,1,1,0,70.91,8.0,6.29,6.29,0.0,1,5.7,5.74
2024-01-03,DRV00091,ROUTE00092,VEH00090,SO0023,1,1,0,87.22,8.0,6.69,6.69,0.0,1,5.25,5.78
2024-01-03,DRV00093,ROUTE00093,VEH00094,SO0024,1,1,0,109.71,8.0,5.52,5.52,0.0,1,7.4,9.15
2024-01-03,DRV00097,ROUTE00097,VEH00100,SO0025,1,1,0,53.64,8.0,7.38,7.38,0.0,1,4.36,4.2
2024-01-03,DRV00097,ROUTE00098,VEH00099,SO0025,1,1,0,44.06,8.0,5.57,5.57,0.0,1,6.09,6.81
2024-01-03,DRV00097,ROUTE00100,VEH00099,SO0025,1,1,0,43.59,8.0,5.02,5.02,0.0,1,6.61,6.47
2024-01-03,DRV00100,ROUTE00097,VEH00098,SO0025,1,1,0,75.35,8.0,5.58,5.58,0.0,1,3.63,4.53
2024-01-03,DRV00112,ROUTE00110,VEH00110,SO0028,1,1,0,50.44,8.0,5.82,5.82,0.0,1,4.37,5.08
2024-01-03,DRV00113,ROUTE00113,VEH00114,SO0029,1,1,0,31.95,8.0,7.6,7.6,0.0,1,5.26,5.26
2024-01-03,DRV00116,ROUTE00113,VEH00115,SO0029,1,1,0,35.37,8.0,5.14,5.14,0.0,1,3.74,3.92
2024-01-03,DRV00118,ROUTE00119,VEH00117,SO0030,1,1,0,102.05,8.0,5.18,5.18,0.0,1,7.32,8.25
2024-01-03,DRV00119,ROUTE00119,VEH00118,SO0030,1,1,0,62.39,8.0,6.57,6.57,0.0,1,4.47,5.19
2024-01-03,DRV00121,ROUTE00123,VEH00123,SO0031,1,0,1,0.0,8.0,7.69,7.69,0.0,0,6.02,6.6
2024-01-03,DRV00125,ROUTE00125,VEH00126,SO0032,1,1,0,70.62,8.0,5.71,5.71,0.0,1,6.42,6.3
2024-01-03,DRV00125,ROUTE00128,VEH00125,SO0032,1,1,0,140.49,8.0,5.76,5.76,0.0,1,6.08,7.07
2024-01-03,DRV00127,ROUTE00127,VEH00127,SO0032,1,1,0,68.79,8.0,6.52,6.52,0.0,1,6.56,7.02
2024-01-03,DRV00130,ROUTE00130,VEH00130,SO0033,1,1,0,98.55,8.0,5.56,5.56,0.0,1,6.2,5.91
2024-01-03,DRV00131,ROUTE00132,VEH00132,SO0033,1,1,0,68.34,8.0,7.15,7.15,0.0,1,5.75,5.94
2024-01-03,DRV00133,ROUTE00135,VEH00134,SO0034,1,1,0,91.7,8.0,6.95,6.95,0.0,1,6.66,8.16
2024-01-03,DRV00135,ROUTE00135,VEH00133,SO0034,1,1,0,32.55,8.0,5.07,5.07,0.0,1,6.94,7.05
2024-01-03,DRV00136,ROUTE00135,VEH00135,SO0034,1,1,0,133.91,8.0,4.78,4.78,0.0,1,6.57,6.89
2024-01-03,DRV00137,ROUTE00137,VEH00139,SO0035,1,1,0,79.19,8.0,5.73,5.73,0.0,1,4.97,6.04
2024-01-03,DRV00138,ROUTE00137,VEH00137,SO0035,2,2,0,89.25,8.0,5.68,5.68,0.0,2,12.68,14.24
2024-01-03,DRV00138,ROUTE00138,VEH00137,SO0035,1,1,0,37.78,8.0,6.31,6.31,0.0,1,4.26,4.74
2024-01-03,DRV00143,ROUTE00144,VEH00143,SO0036,1,1,0,158.68,8.0,6.63,6.63,0.0,1,3.75,3.75
2024-01-03,DRV00144,ROUTE00141,VEH00143,SO0036,1,1,0,73.68,8.0,6.07,6.07,0.0,1,7.38,7.73
2024-01-03,DRV00152,ROUTE00151,VEH00149,SO0038,1,1,0,252.47,8.0,6.92,6.92,0.0,1,3.54,3.68
2024-01-03,DRV00154,ROUTE00153,VEH00156,SO0039,1,1,0,78.34,8.0,7.68,7.68,0.0,1,5.46,6.19
2024-01-03,DRV00154,ROUTE00154,VEH00154,SO0039,1,1,0,31.69,8.0,5.15,5.15,0.0,1,6.89,7.01
2024-01-03,DRV00155,ROUTE00155,VEH00154,SO0039,1,1,0,54.38,8.0,6.39,6.39,0.0,1,6.3,7.41
2024-01-03,DRV00159,ROUTE00158,VEH00160,SO0040,1,1,0,60.21,8.0,5.09,5.09,0.0,1,6.37,6.85
2024-01-03,DRV00161,ROUTE00161,VEH00164,SO0041,1,1,0,92.53,8.0,5.62,5.62,0.0,1,3.56,3.62
2024-01-03,DRV00162,ROUTE00162,VEH00162,SO0041,1,1,0,96.1,8.0,5.51,5.51,0.0,1,5.23,5.07
2024-01-03,DRV00169,ROUTE00169,VEH00171,SO0043,1,1,0,58.59,8.0,8.11,8.0,0.11,1,5.6,5.93
2024-01-03,DRV00169,ROUTE00170,VEH00169,SO0043,1,1,0,129.22,8.0,7.61,7.61,0.0,1,6.24,6.29
2024-01-03,DRV00169,ROUTE00170,VEH00170,SO0043,1,1,0,39.2,8.0,6.95,6.95,0.0,1,5.48,6.11
2024-01-03,DRV00169,ROUTE00171,VEH00170,SO0043,1,1,0,88.24,8.0,5.76,5.76,0.0,1,5.96,6.54
2024-01-03,DRV00169,ROUTE00172,VEH00171,SO0043,1,1,0,87.87,8.0,7.21,7.21,0.0,1,4.7,4.58
2024-01-03,DRV00171,ROUTE00172,VEH00170,SO0043,1,1,0,94.83,8.0,5.33,5.33,0.0,1,4.12,4.27
2024-01-03,DRV00172,ROUTE00172,VEH00169,SO0043,1,1,0,78.76,8.0,6.89,6.89,0.0,1,4.48,4.5
2024-01-03,DRV00176,ROUTE00176,VEH00173,SO0044,1,1,0,64.38,8.0,6.45,6.45,0.0,1,5.35,6.67
2024-01-03,DRV00177,ROUTE00179,VEH00180,SO0045,1,1,0,67.17,8.0,7.56,7.56,0.0,1,5.55,6.82
2024-01-03,DRV00178,ROUTE00177,VEH00177,SO0045,1,1,0,53.36,8.0,6.58,6.58,0.0,1,4.26,4.6
2024-01-03,DRV00178,ROUTE00179,VEH00180,SO0045,1,1,0,135.52,8.0,6.54,6.54,0.0,1,5.12,5.28
2024-01-03,DRV00179,ROUTE00177,VEH00177,SO0045,1,1,0,83.96,8.0,4.84,4.84,0.0,1,3.78,4.45
2024-01-03,DRV00184,ROUTE00181,VEH00183,SO0046,1,1,0,62.06,8.0,7.47,7.47,0.0,1,6.74,7.35
2024-01-03,DRV00186,ROUTE00186,VEH00185,SO0047,1,1,0,122.5,8.0,6.3,6.3,0.0,1,3.89,4.01
2024-01-03,DRV00188,ROUTE00188,VEH00186,SO0047,1,1,0,50.61,8.0,7.31,7.31,0.0,1,4.28,4.29
2024-01-03,DRV00189,ROUTE00192,VEH00189,SO0048,1,1,0,85.19,8.0,5.09,5.09,0.0,1,3.75,4.41
2024-01-03,DRV00190,ROUTE00189,VEH00189,SO0048,1,1,0,90.94,8.0,6.99,6.99,0.0,1,5.98,6.05
2024-01-03,DRV00190,ROUTE00190,VEH00192,SO0048,1,1,0,108.87,8.0,6.96,6.96,0.0,1,3.9,3.93
2024-01-03,DRV00190,ROUTE00192,VEH00191,SO0048,1,1,0,60.12,8.0,5.94,5.94,0.0,1,5.66,6.86
2024-01-03,DRV00191,ROUTE00192,VEH00192,SO0048,1,1,0,40.1,8.0,6.11,6.11,0.0,1,6.34,6.89
2024-01-04,DRV00001,ROUTE00004,VEH00003,SO0001,1,1,0,81.37,8.0,6.12,6.12,0.0,1,4.68,4.66
2024-01-04,DRV00003,ROUTE00004,VEH00003,SO0001,1,1,0,95.24,8.0,6.48,6.48,0.0,1,7.12,7.4
2024-01-04,DRV00004,ROUTE00002,VEH00001,SO0001,1,1,0,17.35,8.0,5.24,5.24,0.0,1,5.7,6.03
2024-01-04,DRV00004,ROUTE00003,VEH00001,SO0001,1,1,0,60.23,8.0,7.47,7.47,0.0,1,6.38,6.81
2024-01-04,DRV00008,ROUTE00008,VEH00007,SO0002,1,1,0,97.62,8.0,5.61,5.61,0.0,1,4.86,5.27
2024-01-04,DRV00009,ROUTE00011,VEH00011,SO0003,1,1,0,62.29,8.0,6.86,6.86,0.0,1,4.74,5.48
2024-01-04,DRV00009,ROUTE00012,VEH00012,SO0003,1,1,0,82.34,8.0,7.18,7.18,0.0,1,6.33,7.32
2024-01-04,DRV00011,ROUTE00011,VEH00010,SO0003,1,1,0,90.64,8.0,5.22,5.22,0.0,1,5.74,6.71
2024-01-04,DRV00013,ROUTE00014,VEH00015,SO0004,1,1,0,89.65,8.0,5.34,5.34,0.0,1,7.1,8.38
2024-01-04,DRV00013,ROUTE00016,VEH00016,SO0004,1,1,0,204.83,8.0,7.14,7.14,0.0,1,5.13,5.09
2024-01-04,DRV00014,ROUTE00015,VEH00013,SO0004,1,1,0,53.09,8.0,7.82,7.82,0.0,1,5.83,6.22
2024-01-04,DRV00016,ROUTE00015,VEH00013,SO0004,1,1,0,71.81,8.0,4.5,4.5,0.0,1,7.24,8.39
2024-01-04,DRV00021,ROUTE00022,VEH00023,SO0006,1,1,0,70.27,8.0,6.28,6.28,0.0,1,5.31,6.23
2024-01-04,DRV00022,ROUTE00022,VEH00024,SO0006,1,1,0,66.6,8.0,6.08,6.08,0.0,1,5.01,4.78
2024-01-04,DRV00022,ROUTE00024,VEH00021,SO0006,1,1,0,54.54,8.0,4.9,4.9,0.0,1,7.14,8.32
2024-01-04,DRV00025,ROUTE00027,VEH00025,SO0007,1,1,0,53.59,8.0,5.53,5.53,0.0,1,4.82,5.28
2024-01-04,DRV00028,ROUTE00028,VEH00025,SO0007,1,1,0,110.88,8.0,8.04,8.0,0.04,1,3.68,4.48
2024-01-04,DRV00033,ROUTE00034,VEH00034,SO0009,1,1,0,33.07,8.0,5.67,5.67,0.0,1,3.67,3.49
2024-01-04,DRV00034,ROUTE00035,VEH00035,SO0009,1,1,0,109.32,8.0,5.97,5.97,0.0,1,4.45,4.39
2024-01-04,DRV00035,ROUTE00035,VEH00034,SO0009,1,1,0,105.55,8.0,5.22,5.22,0.0,1,4.78,5.4
2024-01-04,DRV00036,ROUTE00034,VEH00036,SO0009,1,1,0,29.46,8.0,6.39,6.39,0.0,1,5.81,6.81
2024-01-04,DRV00039,ROUTE00039,VEH00037,SO0010,1,1,0,51.26,8.0,6.51,6.51,0.0,1,7.07,8.13
2024-01-04,DRV00040,ROUTE00040,VEH00037,SO0010,1,1,0,70.97,8.0,8.46,8.0,0.46,1,7.43,8.7
2024-01-04,DRV00043,ROUTE00044,VEH00043,SO0011,1,1,0,93.31,8.0,7.45,7.45,0.0,1,5.23,5.66
2024-01-04,DRV00044,ROUTE00042,VEH00042,SO0011,1,1,0,69.96,8.0,5.85,5.85,0.0,1,5.13,5.54
2024-01-04,DRV00045,ROUTE00045,VEH00048,SO0012,1,1,0,124.67,8.0,8.44,8.0,0.44,1,7.39,7.75
2024-01-04,DRV00046,ROUTE00046,VEH00046,SO0012,1,1,0,123.96,8.0,6.73,6.73,0.0,1,6.21,7.43
2024-01-04,DRV00047,ROUTE00046,VEH00046,SO0012,1,1,0,86.67,8.0,6.78,6.78,0.0,1,6.41,6.9
2024-01-04,DRV00051,ROUTE00050,VEH00051,SO0013,1,1,0,254.28,8.0,6.76,6.76,0.0,1,6.77,7.33
2024-01-04,DRV00053,ROUTE00053,VEH00053,SO0014,1,1,0,106.6,8.0,7.1,7.1,0.0,1,5.11,5.55
2024-01-04,DRV00053,ROUTE00055,VEH00056,SO0014,1,1,0,129.81,8.0,7.15,7.15,0.0,1,6.75,7.56
2024-01-04,DRV00054,ROUTE00056,VEH00055,SO0014,1,1,0,87.72,8.0,8.22,8.0,0.22,1,4.21,4.49
2024-01-04,DRV00056,ROUTE00054,VEH00055,SO0014,1,1,0,160.18,8.0,7.51,7.51,0.0,1,5.24,5.05
2024-01-04,DRV00060,ROUTE00060,VEH00057,SO0015,1,1,0,112.15,8.0,6.19,6.19,0.0,1,5.3,6.07
2024-01-04,DRV00062,ROUTE00064,VEH00064,SO0016,1,1,0,81.8,8.0,7.19,7.19,0.0,1,5.62,5.84
2024-01-04,DRV00063,ROUTE00062,VEH00064,SO0016,1,1,0,105.32,8.0,6.95,6.95,0.0,1,4.62,4.43
2024-01-04,DRV00066,ROUTE00066,VEH00068,SO0017,1,1,0,57.86,8.0,6.56,6.56,0.0,1,4.11,4.83
2024-01-04,DRV00067,ROUTE00067,VEH00066,SO0017,1,1,0,189.66,8.0,8.2,8.0,0.2,1,5.95,6.89
2024-01-04,DRV00069,ROUTE00071,VEH00070,SO0018,1,1,0,107.55,8.0,7.83,7.83,0.0,1,7.19,7.55
2024-01-04,DRV00070,ROUTE00071,VEH00070,SO0018,1,1,0,69.36,8.0,6.63,6.63,0.0,1,6.82,7.7
2024-01-04,DRV00074,ROUTE00076,VEH00075,SO0019,1,1,0,113.43,8.0,5.46,5.46,0.0,1,4.52,4.42
2024-01-04,DRV00074,ROUTE00076,VEH00076,SO0019,1,1,0,10.3,8.0,6.43,6.43,0.0,1,7.19,7.08
2024-01-04,DRV00076,ROUTE00075,VEH00075,SO0019,1,1,0,71.03,8.0,6.34,6.34,0.0,1,5.9,6.09
2024-01-04,DRV00077,ROUTE00078,VEH00077,SO0020,1,1,0,114.92,8.0,5.45,5.45,0.0,1,5.93,6.3
2024-01-04,DRV00080,ROUTE00077,VEH00077,SO0020,1,1,0,82.76,8.0,7.34,7.34,0.0,1,4.91,4.73
2024-01-04,DRV00080,ROUTE00080,VEH00077,SO0020,1,1,0,107.82,8.0,5.94,5.94,0.0,1,7.32,8.43
2024-01-04,DRV00081,ROUTE00081,VEH00081,SO0021,1,1,0,188.66,8.0,7.43,7.43,0.0,1,4.43,4.85
2024-01-04,DRV00082,ROUTE00082,VEH00084,SO0021,1,1,0,74.71,8.0,6.45,6.45,0.0,1,6.93,7.68
2024-01-04,DRV00083,ROUTE00081,VEH00082,SO0021,1,1,0,86.0,8.0,7.27,7.27,0.0,1,6.08,6.94
2024-01-04,DRV00085,ROUTE00088,VEH00088,SO0022,1,1,0,52.83,8.0,6.77,6.77,0.0,1,3.76,4.56
2024-01-04,DRV00088,ROUTE00087,VEH00087,SO0022,1,1,0,71.08,8.0,7.16,7.16,0.0,1,5.5,5.52
2024-01-04,DRV00088,ROUTE00088,VEH00088,SO0022,1,1,0,38.73,8.0,6.4,6.4,0.0,1,6.21,6.12
2024-01-04,DRV00089,ROUTE00089,VEH00092,SO0023,1,1,0,55.06,8.0,5.8,5.8,0.0,1,4.6,5.52
2024-01-04,DRV00091,ROUTE00092,VEH00092,SO0023,1,1,0,44.25,8.0,6.25,6.25,0.0,1,6.63,7.24
2024-01-04,DRV00093,ROUTE00094,VEH00093,SO0024,1,1,0,78.05,8.0,6.15,6.15,0.0,1,3.96,4.29
2024-01-04,DRV00094,ROUTE00096,VEH00096,SO0024,1,1,0,81.8,8.0,5.75,5.75,0.0,1,7.32,8.27
2024-01-04,DRV00097,ROUTE00099,VEH00099,SO0025,1,1,0,74.58,8.0,7.79,7.79,0.0,1,3.87,3.86
2024-01-04,DRV00098,ROUTE00099,VEH00100,SO0025,1,1,0,121.67,8.0,7.11,7.11,0.0,1,6.89,7.14
2024-01-04,DRV00101,ROUTE00101,VEH00101,SO0026,1,1,0,66.76,8.0,7.04,7.04,0.0,1,3.78,3.85
2024-01-04,DRV00104,ROUTE00104,VEH00101,SO0026,1,1,0,54.39,8.0,5.47,5.47,0.0,1,5.54,5.83
2024-01-04,DRV00105,ROUTE00105,VEH00106,SO0027,1,1,0,64.6,8.0,7.48,7.48,0.0,1,6.33,7.5
2024-01-04,DRV00105,ROUTE00106,VEH00107,SO0027,1,0,1,0.0,8.0,5.11,5.11,0.0,0,4.22,4.97
2024-01-04,DRV00106,ROUTE00106,VEH00107,SO0027,1,1,0,66.5,8.0,7.3,7.3,0.0,1,5.18,5.87
2024-01-04,DRV00106,ROUTE00107,VEH00108,SO0027,1,1,0,48.39,8.0,6.22,6.22,0.0,1,4.06,4.4
2024-01-04,DRV00109,ROUTE00110,VEH00112,SO0028,1,1,0,150.74,8.0,6.0,6.0,0.0,1,3.68,3.62
2024-01-04,DRV00112,ROUTE00110,VEH00111,SO0028,1,1,0,57.77,8.0,4.93,4.93,0.0,1,7.41,7.34
2024-01-04,DRV00113,ROUTE00116,VEH00113,SO0029,1,1,0,37.51,8.0,8.34,8.0,0.34,1,4.51,4.34
2024-01-04,DRV00115,ROUTE00114,VEH00114,SO0029,1,1,0,74.53,8.0,6.52,6.52,0.0,1,7.33,7.43
2024-01-04,DRV00116,ROUTE00114,VEH00113,SO0029,1,1,0,95.6,8.0,7.64,7.64,0.0,1,4.84,5.85
2024-01-04,DRV00116,ROUTE00116,VEH00116,SO0029,1,1,0,62.08,8.0,6.63,6.63,0.0,1,5.66,5.88
2024-01-04,DRV00118,ROUTE00120,VEH00119,SO0030,1,1,0,50.37,8.0,4.61,4.61,0.0,1,4.34,5.09
2024-01-04,DRV00119,ROUTE00118,VEH00117,SO0030,1,1,0,55.13,8.0,6.1,6.1,0.0,1,6.9,7.17
2024-01-04,DRV00121,ROUTE00123,VEH00122,SO0031,2,2,0,103.04,8.0,5.46,5.46,0.0,2,8.1,8.02
2024-01-04,DRV00122,ROUTE00124,VEH00122,SO0031,1,0,1,0.0,8.0,6.54,6.54,0.0,0,4.51,4.42
2024-01-04,DRV00129,ROUTE00132,VEH00130,SO0033,1,1,0,109.57,8.0,6.89,6.89,0.0,1,6.95,6.83
2024-01-04,DRV00134,ROUTE00135,VEH00135,SO0034,1,1,0,24.59,8.0,7.12,7.12,0.0,1,7.18,6.95
2024-01-04,DRV00135,ROUTE00133,VEH00133,SO0034,1,1,0,47.92,8.0,6.99,6.99,0.0,1,4.97,5.0
2024-01-04,DRV00135,ROUTE00135,VEH00136,SO0034,1,1,0,156.05,8.0,6.83,6.83,0.0,1,6.11,5.98
2024-01-04,DRV00136,ROUTE00134,VEH00136,SO0034,1,1,0,90.94,8.0,6.86,6.86,0.0,1,6.28,6.29
2024-01-04,DRV00140,ROUTE00138,VEH00138,SO0035,1,1,0,70.81,8.0,6.07,6.07,0.0,1,5.61,5.36
2024-01-04,DRV00142,ROUTE00141,VEH00142,SO0036,1,1,0,109.67,8.0,6.36,6.36,0.0,1,4.34,4.54
2024-01-04,DRV00142,ROUTE00144,VEH00141,SO0036,1,1,0,110.39,8.0,6.85,6.85,0.0,1,5.36,5.5
