purchase_order_number,purchase_order_line_number,invoice_number,purchase_timestamp,vehicle_id,sales_organization_id,vendor_id,vendor_name,fuel_type,gallons_purchased,fuel_unit_price,fuel_purchase_cost,odometer_reading
FPO00000171,1,FINV00000171,2026-04-14 07:34:00,VEH00001,SO0001,VENDOR020,Fuel Vendor 020,Diesel,27.636,3.5717,98.71,98905.5
FPO00000172,1,FINV00000172,2026-04-22 14:49:00,VEH00001,SO0001,VENDOR006,Fuel Vendor 014,Diesel,68.225,3.4032,232.18,98909.93
FPO00000173,1,FINV00000173,2026-04-23 11:05:00,VEH00001,SO0001,VENDOR019,Fuel Vendor 016,Diesel,45.65,4.5709,208.66,98913.75
FPO00000174,1,FINV00000174,2026-04-25 07:58:00,VEH00001,SO0001,VENDOR011,Fuel Vendor 017,Diesel,19.768,3.8682,76.47,98920.53
FPO00000175,1,FINV00000175,2026-04-30 09:10:00,VEH00001,SO0001,VENDOR016,Fuel Vendor 004,Diesel,19.578,3.6565,71.59,98923.9
FPO00000176,1,FINV00000176,2026-05-03 11:02:00,VEH00001,SO0001,VENDOR005,Fuel Vendor 010,Diesel,31.56,4.6139,145.61,98927.77
FPO00000177,1,FINV00000177,2026-05-03 14:00:00,VEH00001,SO0001,VENDOR010,Fuel Vendor 010,Diesel,39.072,4.0245,157.25,98933.89
FPO00000178,1,FINV00000178,2026-05-06 15:59:00,VEH00001,SO0001,VENDOR006,Fuel Vendor 014,Diesel,49.5,3.1993,158.37,98941.36
FPO00000179,1,FINV00000179,2026-05-09 18:35:00,VEH00001,SO0001,VENDOR017,Fuel Vendor 011,Diesel,51.115,4.3922,224.51,98945.83
FPO00000180,1,FINV00000180,2026-05-14 15:52:00,VEH00001,SO0001,VENDOR002,Fuel Vendor 010,Diesel,83.779,4.8144,403.35,98953.89
FPO00000181,1,FINV00000181,2026-05-17 16:23:00,VEH00001,SO0001,VENDOR002,Fuel Vendor 008,Diesel,50.821,3.306,168.01,98960.39
FPO00000182,1,FINV00000182,2026-06-02 08:23:00,VEH00001,SO0001,VENDOR002,Fuel Vendor 010,Diesel,18.105,4.6952,85.01,98967.96
FPO00000183,1,FINV00000183,2026-06-07 18:26:00,VEH00001,SO0001,VENDOR009,Fuel Vendor 008,Diesel,83.08,3.3967,282.2,98973.21
FPO00000184,1,FINV00000184,2026-06-10 19:55:00,VEH00001,SO0001,VENDOR010,Fuel Vendor 014,Diesel,46.601,4.7804,222.77,98978.26
FPO00000185,1,FINV00000185,2026-06-11 13:42:00,VEH00001,SO0001,VENDOR010,Fuel Vendor 011,Diesel,51.444,3.3703,173.38,98984.38
FPO00000186,1,FINV00000186,2026-06-13 12:11:00,VEH00001,SO0001,VENDOR017,Fuel Vendor 006,Diesel,86.539,4.6024,398.29,98989.09
FPO00000187,1,FINV00000187,2026-06-21 06:15:00,VEH00001,SO0001,VENDOR016,Fuel Vendor 014,Diesel,26.036,4.577,119.17,98993.86
FPO00000188,1,FINV00000188,2026-06-23 13:01:00,VEH00001,SO0001,VENDOR001,Fuel Vendor 008,Diesel,42.047,4.254,178.87,98999.49
FPO00000189,1,FINV00000189,2026-06-30 15:14:00,VEH00001,SO0001,VENDOR001,Fuel Vendor 009,Diesel,33.236,4.3286,143.87,99003.6
FPO00000190,1,FINV00000190,2026-07-03 19:21:00,VEH00001,SO0001,VENDOR015,Fuel Vendor 012,Diesel,38.999,3.1296,122.05,99009.22
FPO00000191,1,FINV00000191,2026-07-06 10:15:00,VEH00001,SO0001,VENDOR009,Fuel Vendor 006,Diesel,26.281,3.3699,88.56,99014.7
FPO00000192,1,FINV00000192,2026-07-06 08:55:00,VEH00001,SO0001,VENDOR016,Fuel Vendor 007,Diesel,80.34,4.8347,388.42,99020.17
FPO00000193,1,FINV00000193,2026-07-08 15:39:00,VEH00001,SO0001,VENDOR009,Fuel Vendor 020,Diesel,89.371,4.6463,415.24,99026.66
FPO00000194,1,FINV00000194,2026-07-10 17:44:00,VEH00001,SO0001,VENDOR017,Fuel Vendor 011,Diesel,54.057,3.9659,214.38,99031.48
FPO00000195,1,FINV00000195,2026-07-11 16:32:00,VEH00001,SO0001,VENDOR017,Fuel Vendor 013,Diesel,54.007,4.1352,223.33,99039.3
FPO00000196,1,FINV00000196,2026-07-18 07:58:00,VEH00001,SO0001,VENDOR017,Fuel Vendor 017,Diesel,19.759,3.6373,71.87,99047.37
FPO00000197,1,FINV00000197,2026-07-20 18:08:00,VEH00001,SO0001,VENDOR012,Fuel Vendor 006,Diesel,82.974,3.9276,325.89,99051.24
FPO00000198,1,FINV00000198,2026-07-22 06:35:00,VEH00001,SO0001,VENDOR010,Fuel Vendor 004,Diesel,50.28,4.0097,201.61,99059.04
FPO00000199,1,FINV00000199,2024-01-02 16:51:00,VEH00002,SO0001,VENDOR006,Fuel Vendor 020,Diesel,42.235,3.6021,152.13,120608.91
FPO00000200,1,FINV00000200,2024-01-13 08:36:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 014,Diesel,59.454,3.7029,220.15,120614.0
FPO00000201,1,FINV00000201,2024-01-16 07:11:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 009,Diesel,26.775,3.3108,88.65,120622.61
FPO00000202,1,FINV00000202,2024-01-18 12:50:00,VEH00002,SO0001,VENDOR013,Fuel Vendor 004,Diesel,41.154,3.2493,133.72,120630.73
FPO00000203,1,FINV00000203,2024-01-27 17:00:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 010,Diesel,84.496,3.1857,269.18,120636.9
FPO00000204,1,FINV00000204,2024-01-31 10:49:00,VEH00002,SO0001,VENDOR016,Fuel Vendor 003,Diesel,87.366,4.6654,407.6,120642.21
FPO00000205,1,FINV00000205,2024-01-31 14:44:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 009,Diesel,72.541,4.7748,346.37,120646.47
FPO00000206,1,FINV00000206,2024-01-31 09:10:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 008,Diesel,41.397,4.6298,191.66,120652.45
FPO00000207,1,FINV00000207,2024-02-11 13:00:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 010,Diesel,75.995,4.2466,322.72,120659.27
FPO00000208,1,FINV00000208,2024-02-18 15:18:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 012,Diesel,51.594,4.7122,243.12,120665.31
FPO00000209,1,FINV00000209,2024-02-21 06:14:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 008,Diesel,23.835,3.7383,89.1,120671.49
FPO00000210,1,FINV00000210,2024-03-09 16:15:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 015,Diesel,83.158,4.6966,390.56,120680.59
FPO00000211,1,FINV00000211,2024-03-11 08:02:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 011,Diesel,32.382,4.8026,155.52,120687.55
FPO00000212,1,FINV00000212,2024-03-15 06:26:00,VEH00002,SO0001,VENDOR002,Fuel Vendor 013,Diesel,89.04,4.7062,419.04,120694.72
FPO00000213,1,FINV00000213,2024-03-20 14:32:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 018,Diesel,84.09,4.0525,340.77,120698.75
FPO00000214,1,FINV00000214,2024-03-22 10:17:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 020,Diesel,18.122,4.7157,85.46,120702.59
FPO00000215,1,FINV00000215,2024-03-25 14:28:00,VEH00002,SO0001,VENDOR002,Fuel Vendor 018,Diesel,60.591,4.6046,279.0,120710.28
FPO00000216,1,FINV00000216,2024-03-27 11:32:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 013,Diesel,26.143,3.6904,96.48,120718.45
FPO00000217,1,FINV00000217,2024-04-04 07:54:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 013,Diesel,78.366,4.3888,343.93,120722.2
FPO00000218,1,FINV00000218,2024-04-14 06:10:00,VEH00002,SO0001,VENDOR010,Fuel Vendor 010,Diesel,50.331,3.1546,158.77,120739.73
FPO00000219,1,FINV00000219,2024-04-16 14:32:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 017,Diesel,76.947,3.4107,262.44,120744.01
FPO00000220,1,FINV00000220,2024-04-22 15:15:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 018,Diesel,53.324,3.9185,208.95,120750.29
FPO00000221,1,FINV00000221,2024-04-29 10:19:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 014,Diesel,66.295,3.2506,215.5,120755.4
FPO00000222,1,FINV00000222,2024-04-30 14:27:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 010,Diesel,45.69,4.7675,217.83,120760.41
FPO00000223,1,FINV00000223,2024-05-04 19:10:00,VEH00002,SO0001,VENDOR002,Fuel Vendor 014,Diesel,51.24,3.2118,164.57,120764.47
FPO00000224,1,FINV00000224,2024-05-10 17:56:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 006,Diesel,26.438,4.5182,119.45,120770.34
FPO00000225,1,FINV00000225,2024-05-13 13:53:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 005,Diesel,82.372,3.4006,280.11,120775.31
FPO00000226,1,FINV00000226,2024-05-18 08:53:00,VEH00002,SO0001,VENDOR010,Fuel Vendor 005,Diesel,19.89,3.7393,74.37,120785.2
FPO00000227,1,FINV00000227,2024-05-26 13:46:00,VEH00002,SO0001,VENDOR010,Fuel Vendor 011,Diesel,86.551,3.7146,321.5,120789.56
FPO00000228,1,FINV00000228,2024-05-28 05:07:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 008,Diesel,28.164,4.1309,116.34,120794.74
FPO00000229,1,FINV00000229,2024-06-07 08:29:00,VEH00002,SO0001,VENDOR012,Fuel Vendor 011,Diesel,62.45,4.4,274.78,120802.79
FPO00000230,1,FINV00000230,2024-06-14 18:38:00,VEH00002,SO0001,VENDOR013,Fuel Vendor 015,Diesel,34.366,4.4579,153.2,120807.49
FPO00000231,1,FINV00000231,2024-07-03 08:12:00,VEH00002,SO0001,VENDOR006,Fuel Vendor 006,Diesel,24.657,3.886,95.82,120815.45
FPO00000232,1,FINV00000232,2024-07-09 16:02:00,VEH00002,SO0001,VENDOR002,Fuel Vendor 001,Diesel,83.322,4.542,378.45,120819.97
FPO00000233,1,FINV00000233,2024-07-15 13:44:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 018,Diesel,60.033,4.289,257.48,120827.66
FPO00000234,1,FINV00000234,2024-08-02 15:18:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 013,Diesel,73.943,4.7925,354.37,120833.6
FPO00000235,1,FINV00000235,2024-08-06 15:10:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 008,Diesel,26.159,4.7888,125.27,120838.51
FPO00000236,1,FINV00000236,2024-08-09 19:55:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 009,Diesel,76.073,3.3089,251.72,120843.11
FPO00000237,1,FINV00000237,2024-08-14 06:56:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 014,Diesel,64.148,3.5121,225.29,120847.34
FPO00000238,1,FINV00000238,2024-08-22 13:07:00,VEH00002,SO0001,VENDOR010,Fuel Vendor 012,Diesel,58.349,4.7032,274.43,120851.7
FPO00000239,1,FINV00000239,2024-08-24 12:50:00,VEH00002,SO0001,VENDOR013,Fuel Vendor 018,Diesel,88.792,4.1162,365.49,120859.24
FPO00000240,1,FINV00000240,2024-08-29 16:56:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 013,Diesel,50.948,3.9733,202.43,120863.41
FPO00000241,1,FINV00000241,2024-09-01 05:54:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 002,Diesel,68.892,3.6479,251.31,120867.23
FPO00000242,1,FINV00000242,2024-09-04 12:35:00,VEH00002,SO0001,VENDOR005,Fuel Vendor 006,Diesel,37.355,3.567,133.25,120872.45
FPO00000243,1,FINV00000243,2024-09-04 13:28:00,VEH00002,SO0001,VENDOR005,Fuel Vendor 001,Diesel,27.201,4.457,121.23,120877.68
FPO00000244,1,FINV00000244,2024-09-08 16:33:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 017,Diesel,44.56,3.7252,165.99,120883.88
FPO00000245,1,FINV00000245,2024-09-09 16:10:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 008,Diesel,84.539,4.5673,386.11,120892.39
FPO00000246,1,FINV00000246,2024-09-10 14:37:00,VEH00002,SO0001,VENDOR017,Fuel Vendor 012,Diesel,44.58,3.1643,141.06,120897.48
FPO00000247,1,FINV00000247,2024-09-13 13:50:00,VEH00002,SO0001,VENDOR011,Fuel Vendor 018,Diesel,30.843,4.4411,136.98,120902.59
FPO00000248,1,FINV00000248,2024-09-13 10:55:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 006,Diesel,88.069,4.7534,418.63,120911.54
FPO00000249,1,FINV00000249,2024-09-17 06:09:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 010,Diesel,30.434,3.6388,110.74,120918.6
FPO00000250,1,FINV00000250,2024-09-22 06:02:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 004,Diesel,55.936,4.7924,268.07,120923.33
FPO00000251,1,FINV00000251,2024-09-25 06:46:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 013,Diesel,43.119,3.5205,151.8,120927.46
FPO00000252,1,FINV00000252,2024-09-25 17:20:00,VEH00002,SO0001,VENDOR010,Fuel Vendor 002,Diesel,60.411,4.0274,243.3,120932.65
FPO00000253,1,FINV00000253,2024-09-26 15:35:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 001,Diesel,33.041,3.8421,126.95,120938.63
FPO00000254,1,FINV00000254,2024-09-27 15:57:00,VEH00002,SO0001,VENDOR017,Fuel Vendor 013,Diesel,83.241,3.7381,311.16,120947.32
FPO00000255,1,FINV00000255,2024-09-29 12:12:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 003,Diesel,26.635,4.8414,128.95,120951.78
FPO00000256,1,FINV00000256,2024-10-04 12:31:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 020,Diesel,29.47,4.3291,127.58,120957.89
FPO00000257,1,FINV00000257,2024-10-06 19:15:00,VEH00002,SO0001,VENDOR016,Fuel Vendor 004,Diesel,55.28,3.5751,197.63,120964.47
FPO00000258,1,FINV00000258,2024-11-01 17:10:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 003,Diesel,53.834,4.7468,255.54,120971.37
FPO00000259,1,FINV00000259,2024-11-01 14:02:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 012,Diesel,20.462,4.3054,88.1,120975.18
FPO00000260,1,FINV00000260,2024-11-06 07:53:00,VEH00002,SO0001,VENDOR001,Fuel Vendor 009,Diesel,61.115,4.802,293.47,120983.99
FPO00000261,1,FINV00000261,2024-11-07 14:53:00,VEH00002,SO0001,VENDOR017,Fuel Vendor 013,Diesel,43.055,3.1497,135.61,120990.83
FPO00000262,1,FINV00000262,2024-11-10 18:13:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 009,Diesel,18.468,4.042,74.65,120996.62
FPO00000263,1,FINV00000263,2024-11-15 08:34:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 007,Diesel,21.932,3.218,70.58,121004.34
FPO00000264,1,FINV00000264,2024-11-18 12:57:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 003,Diesel,45.491,4.6476,211.42,121008.83
FPO00000265,1,FINV00000265,2024-11-29 06:11:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 009,Diesel,85.807,3.7527,322.01,121014.42
FPO00000266,1,FINV00000266,2024-12-04 12:45:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 015,Diesel,66.672,3.7261,248.43,121036.23
FPO00000267,1,FINV00000267,2024-12-11 17:32:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 009,Diesel,45.488,3.9389,179.17,121041.11
FPO00000268,1,FINV00000268,2024-12-17 13:20:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 008,Diesel,87.873,3.6468,320.46,121044.88
FPO00000269,1,FINV00000269,2024-12-20 16:35:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 004,Diesel,87.125,3.418,297.79,121049.53
FPO00000270,1,FINV00000270,2025-01-11 10:39:00,VEH00002,SO0001,VENDOR010,Fuel Vendor 019,Diesel,28.465,4.0754,116.01,121053.33
FPO00000271,1,FINV00000271,2025-01-29 09:21:00,VEH00002,SO0001,VENDOR006,Fuel Vendor 014,Diesel,25.447,4.6048,117.18,121060.32
FPO00000272,1,FINV00000272,2025-02-04 15:10:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 011,Diesel,49.089,3.3392,163.92,121066.21
FPO00000273,1,FINV00000273,2025-02-09 15:55:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 011,Diesel,75.07,4.3674,327.86,121071.24
FPO00000274,1,FINV00000274,2025-02-16 17:37:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 013,Diesel,27.592,4.3546,120.15,121077.6
FPO00000275,1,FINV00000275,2025-02-17 16:19:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 012,Diesel,45.826,3.5944,164.72,121082.71
FPO00000276,1,FINV00000276,2025-02-25 06:36:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 006,Diesel,38.557,3.783,145.86,121089.02
FPO00000277,1,FINV00000277,2025-03-01 05:43:00,VEH00002,SO0001,VENDOR011,Fuel Vendor 019,Diesel,75.562,3.3903,256.18,121095.36
FPO00000278,1,FINV00000278,2025-03-05 16:42:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 006,Diesel,37.958,4.8179,182.88,121102.03
FPO00000279,1,FINV00000279,2025-03-05 12:08:00,VEH00002,SO0001,VENDOR002,Fuel Vendor 018,Diesel,30.808,4.1765,128.67,121110.45
FPO00000280,1,FINV00000280,2025-03-09 17:09:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 019,Diesel,26.51,3.1935,84.66,121114.77
FPO00000281,1,FINV00000281,2025-04-14 12:13:00,VEH00002,SO0001,VENDOR005,Fuel Vendor 011,Diesel,27.762,3.688,102.39,121123.48
FPO00000282,1,FINV00000282,2025-04-17 06:22:00,VEH00002,SO0001,VENDOR012,Fuel Vendor 001,Diesel,52.649,4.7088,247.91,121129.57
FPO00000283,1,FINV00000283,2025-04-21 18:01:00,VEH00002,SO0001,VENDOR002,Fuel Vendor 010,Diesel,67.291,4.7845,321.95,121138.57
FPO00000284,1,FINV00000284,2025-04-24 12:54:00,VEH00002,SO0001,VENDOR012,Fuel Vendor 017,Diesel,44.129,4.2411,187.16,121144.29
FPO00000285,1,FINV00000285,2025-05-07 09:43:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 015,Diesel,67.891,4.1845,284.09,121149.22
FPO00000286,1,FINV00000286,2025-05-19 15:36:00,VEH00002,SO0001,VENDOR010,Fuel Vendor 004,Diesel,83.286,4.1199,343.13,121158.01
FPO00000287,1,FINV00000287,2025-05-23 15:45:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 004,Diesel,85.423,4.5562,389.2,121162.41
FPO00000288,1,FINV00000288,2025-05-23 07:40:00,VEH00002,SO0001,VENDOR013,Fuel Vendor 011,Diesel,21.221,3.2061,68.04,121168.69
FPO00000289,1,FINV00000289,2025-05-25 18:14:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 007,Diesel,70.138,3.3254,233.24,121173.22
FPO00000290,1,FINV00000290,2025-06-22 10:49:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 007,Diesel,58.596,4.1377,242.45,121180.43
FPO00000291,1,FINV00000291,2025-06-23 19:57:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 002,Diesel,31.906,4.6198,147.4,121186.05
FPO00000292,1,FINV00000292,2025-06-28 16:38:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 012,Diesel,77.405,3.5637,275.85,121191.45
FPO00000293,1,FINV00000293,2025-07-04 06:27:00,VEH00002,SO0001,VENDOR005,Fuel Vendor 002,Diesel,63.036,3.2356,203.96,121198.64
FPO00000294,1,FINV00000294,2025-07-05 05:10:00,VEH00002,SO0001,VENDOR012,Fuel Vendor 012,Diesel,81.132,4.0986,332.53,121206.7
FPO00000295,1,FINV00000295,2025-07-06 14:22:00,VEH00002,SO0001,VENDOR005,Fuel Vendor 010,Diesel,18.957,3.2707,62.0,121214.18
FPO00000296,1,FINV00000296,2025-07-09 08:10:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 002,Diesel,42.143,3.2571,137.26,121222.69
FPO00000297,1,FINV00000297,2025-07-13 07:35:00,VEH00002,SO0001,VENDOR018,Fuel Vendor 014,Diesel,67.757,3.4931,236.68,121227.49
FPO00000298,1,FINV00000298,2025-07-17 07:45:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 005,Diesel,42.356,4.1079,173.99,121235.54
FPO00000299,1,FINV00000299,2025-07-20 19:30:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 018,Diesel,86.68,3.5203,305.14,121239.42
FPO00000300,1,FINV00000300,2025-07-25 13:48:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 014,Diesel,18.742,3.6952,69.26,121243.87
FPO00000301,1,FINV00000301,2025-07-31 13:44:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 003,Diesel,64.874,4.6813,303.69,121251.52
FPO00000302,1,FINV00000302,2025-08-02 12:54:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 014,Diesel,50.234,4.162,209.07,121258.88
FPO00000303,1,FINV00000303,2025-08-05 08:40:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 011,Diesel,59.445,4.6067,273.85,121265.01
FPO00000304,1,FINV00000304,2025-08-07 07:21:00,VEH00002,SO0001,VENDOR017,Fuel Vendor 005,Diesel,42.753,4.5069,192.68,121270.78
FPO00000305,1,FINV00000305,2025-08-15 06:50:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 005,Diesel,32.07,4.2716,136.99,121276.21
FPO00000306,1,FINV00000306,2025-08-21 19:04:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 016,Diesel,37.17,4.0072,148.95,121280.98
FPO00000307,1,FINV00000307,2025-08-22 09:24:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 018,Diesel,37.317,3.3684,125.7,121289.53
FPO00000308,1,FINV00000308,2025-08-26 10:18:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 013,Diesel,28.809,3.9234,113.03,121298.58
FPO00000309,1,FINV00000309,2025-08-27 07:30:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 013,Diesel,45.074,4.1405,186.63,121305.52
FPO00000310,1,FINV00000310,2025-08-29 19:55:00,VEH00002,SO0001,VENDOR011,Fuel Vendor 011,Diesel,23.978,4.4424,106.52,121309.91
FPO00000311,1,FINV00000311,2025-09-03 11:14:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 010,Diesel,77.575,3.6707,284.75,121317.65
FPO00000312,1,FINV00000312,2025-09-07 12:32:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 002,Diesel,34.643,3.4855,120.75,121321.99
FPO00000313,1,FINV00000313,2025-09-13 05:24:00,VEH00002,SO0001,VENDOR013,Fuel Vendor 020,Diesel,64.464,3.3232,214.23,121326.99
FPO00000314,1,FINV00000314,2025-09-14 17:19:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 016,Diesel,36.558,4.4289,161.91,121331.19
FPO00000315,1,FINV00000315,2025-09-19 09:54:00,VEH00002,SO0001,VENDOR006,Fuel Vendor 011,Diesel,85.811,3.6539,313.54,121343.07
FPO00000316,1,FINV00000316,2025-09-28 11:48:00,VEH00002,SO0001,VENDOR012,Fuel Vendor 004,Diesel,40.362,3.7552,151.57,121349.44
FPO00000317,1,FINV00000317,2025-10-08 11:27:00,VEH00002,SO0001,VENDOR005,Fuel Vendor 001,Diesel,47.49,4.2881,203.64,121356.5
FPO00000318,1,FINV00000318,2025-11-02 09:27:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 002,Diesel,47.488,3.5747,169.76,121371.39
FPO00000319,1,FINV00000319,2025-11-08 11:16:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 010,Diesel,23.139,4.455,103.08,121379.71
FPO00000320,1,FINV00000320,2025-11-17 19:42:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 003,Diesel,39.659,4.3331,171.85,121388.25
FPO00000321,1,FINV00000321,2025-11-27 19:27:00,VEH00002,SO0001,VENDOR010,Fuel Vendor 006,Diesel,87.282,4.0063,349.68,121392.91
FPO00000322,1,FINV00000322,2025-12-02 09:38:00,VEH00002,SO0001,VENDOR011,Fuel Vendor 018,Diesel,52.982,4.3943,232.82,121398.11
FPO00000323,1,FINV00000323,2025-12-11 09:12:00,VEH00002,SO0001,VENDOR014,Fuel Vendor 002,Diesel,27.207,4.0807,111.02,121404.65
FPO00000324,1,FINV00000324,2025-12-11 06:09:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 010,Diesel,29.612,3.8325,113.49,121409.74
FPO00000325,1,FINV00000325,2025-12-12 16:03:00,VEH00002,SO0001,VENDOR015,Fuel Vendor 018,Diesel,86.455,3.9754,343.69,121416.67
FPO00000326,1,FINV00000326,2025-12-14 12:14:00,VEH00002,SO0001,VENDOR012,Fuel Vendor 016,Diesel,45.336,3.6057,163.47,121422.97
FPO00000327,1,FINV00000327,2025-12-16 07:28:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 011,Diesel,37.581,3.611,135.7,121428.41
FPO00000328,1,FINV00000328,2025-12-17 16:03:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 014,Diesel,88.883,3.5432,314.93,121434.98
FPO00000329,1,FINV00000329,2025-12-17 12:25:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 015,Diesel,78.369,3.272,256.42,121439.31
FPO00000330,1,FINV00000330,2025-12-23 17:30:00,VEH00002,SO0001,VENDOR012,Fuel Vendor 018,Diesel,21.115,3.4995,73.89,121444.86
FPO00000331,1,FINV00000331,2025-12-31 06:05:00,VEH00002,SO0001,VENDOR004,Fuel Vendor 016,Diesel,77.134,3.5545,274.17,121450.17
FPO00000332,1,FINV00000332,2026-01-04 12:33:00,VEH00002,SO0001,VENDOR019,Fuel Vendor 019,Diesel,41.129,3.4106,140.27,121453.8
FPO00000333,1,FINV00000333,2026-01-11 18:53:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 011,Diesel,55.465,3.6051,199.96,121460.66
FPO00000334,1,FINV00000334,2026-01-15 10:30:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 012,Diesel,24.753,3.6805,91.1,121469.43
FPO00000335,1,FINV00000335,2026-02-03 14:37:00,VEH00002,SO0001,VENDOR007,Fuel Vendor 014,Diesel,88.95,3.1549,280.63,121473.42
FPO00000336,1,FINV00000336,2026-02-16 10:27:00,VEH00002,SO0001,VENDOR001,Fuel Vendor 008,Diesel,26.694,4.4198,117.98,121478.85
FPO00000337,1,FINV00000337,2026-02-18 10:16:00,VEH00002,SO0001,VENDOR009,Fuel Vendor 008,Diesel,66.625,3.5476,236.36,121486.32
FPO00000338,1,FINV00000338,2026-02-19 14:23:00,VEH00002,SO0001,VENDOR020,Fuel Vendor 017,Diesel,18.998,3.6745,69.81,121491.55
FPO00000339,1,FINV00000339,2026-02-19 12:51:00,VEH00002,SO0001,VENDOR008,Fuel Vendor 006,Diesel,52.176,4.0897,213.38,121495.89
FPO00000340,1,FINV00000340,2026-02-20 19:55:00,VEH00002,SO0001,VENDOR016,Fuel Vendor 017,Diesel,49.634,4.1507,206.02,121503.47
FPO00000341,1,FINV00000341,2026-02-21 14:52:00,VEH00002,SO0001,VENDOR003,Fuel Vendor 015,Diesel,38.616,4.6429,179.29,121510.91
