sales_transaction_id,sales_transaction_line_number,delivery_order_id,purchase_date,customer_id,material_id,sales_organization_id,cases_sold,gross_sales_amount,discount_amount,net_sales_amount
SALE0000000100,1,DEL000000103,2024-03-24,CUST000282,MAT00008,SO0010,125.68,1810.08,7.81,1802.27
SALE0000000101,1,DEL000000104,2025-05-20,CUST000523,MAT00037,SO0040,10.21,228.7,15.01,213.69
SALE0000000101,2,DEL000000104,2025-05-20,CUST000523,MAT00007,SO0040,16.38,406.47,23.52,382.95
SALE0000000102,1,DEL000000105,2025-08-21,CUST002147,MAT00032,SO0045,27.17,571.24,40.32,530.92
SALE0000000102,2,DEL000000105,2025-08-21,CUST002147,MAT00036,SO0045,2.69,68.14,3.2,64.94
SALE0000000102,3,DEL000000105,2025-08-21,CUST002147,MAT00021,SO0045,11.75,258.86,8.38,250.48
SALE0000000102,4,DEL000000105,2025-08-21,CUST002147,MAT00026,SO0045,21.25,583.77,22.64,561.13
SALE0000000103,1,DEL000000106,2024-02-07,CUST000228,MAT00021,SO0031,21.54,347.1,27.28,319.82
SALE0000000104,1,DEL000000107,2026-01-26,CUST002078,MAT00025,SO0014,20.3,416.01,4.72,411.29
SALE0000000104,2,DEL000000107,2026-01-26,CUST002078,MAT00024,SO0014,68.97,1508.66,74.06,1434.6
SALE0000000105,1,DEL000000108,2024-05-16,CUST001760,MAT00008,SO0045,22.1,362.95,9.49,353.46
SALE0000000105,2,DEL000000108,2024-05-16,CUST001760,MAT00004,SO0045,29.64,441.33,27.04,414.29
SALE0000000105,3,DEL000000108,2024-05-16,CUST001760,MAT00018,SO0045,2.57,39.41,0.4,39.01
SALE0000000105,4,DEL000000108,2024-05-16,CUST001760,MAT00005,SO0045,24.71,370.34,4.9,365.44
SALE0000000106,1,DEL000000109,2025-05-19,CUST000448,MAT00011,SO0017,59.33,1260.67,82.82,1177.85
SALE0000000107,1,DEL000000110,2025-01-01,CUST001658,MAT00027,SO0045,56.39,901.48,26.65,874.83
SALE0000000108,1,DEL000000111,2026-01-15,CUST000236,MAT00028,SO0042,75.62,1292.72,29.41,1263.31
SALE0000000108,2,DEL000000111,2026-01-15,CUST000236,MAT00029,SO0042,6.12,171.26,6.08,165.18
SALE0000000108,3,DEL000000111,2026-01-15,CUST000236,MAT00014,SO0042,24.21,682.52,41.19,641.33
SALE0000000108,4,DEL000000111,2026-01-15,CUST000236,MAT00036,SO0042,33.52,837.95,52.72,785.23
SALE0000000109,1,DEL000000112,2025-11-14,CUST002409,MAT00003,SO0043,46.69,851.63,3.98,847.65
SALE0000000109,2,DEL000000112,2025-11-14,CUST002409,MAT00015,SO0043,6.19,95.45,0.1,95.35
SALE0000000109,3,DEL000000112,2025-11-14,CUST002409,MAT00020,SO0043,2.29,35.46,2.07,33.39
SALE0000000109,4,DEL000000112,2025-11-14,CUST002409,MAT00001,SO0043,11.58,235.87,8.31,227.56
SALE0000000110,1,DEL000000113,2024-01-22,CUST001789,MAT00002,SO0019,56.51,1538.17,12.9,1525.27
SALE0000000110,2,DEL000000113,2024-01-22,CUST001789,MAT00031,SO0019,33.69,751.6,50.44,701.16
SALE0000000111,1,DEL000000114,2025-07-12,CUST002432,MAT00028,SO0033,8.64,217.47,6.88,210.59
SALE0000000111,2,DEL000000114,2025-07-12,CUST002432,MAT00038,SO0033,23.11,395.42,2.45,392.97
SALE0000000111,3,DEL000000114,2025-07-12,CUST002432,MAT00015,SO0033,41.68,818.77,21.37,797.4
SALE0000000111,4,DEL000000114,2025-07-12,CUST002432,MAT00020,SO0033,7.94,131.86,5.45,126.41
SALE0000000112,1,DEL000000115,2025-11-09,CUST001583,MAT00009,SO0039,39.53,804.63,12.26,792.37
SALE0000000113,1,DEL000000116,2026-06-18,CUST001441,MAT00037,SO0033,57.66,1010.45,36.66,973.79
SALE0000000113,2,DEL000000116,2026-06-18,CUST001441,MAT00007,SO0033,33.14,709.45,36.59,672.86
SALE0000000114,1,DEL000000117,2026-04-10,CUST001254,MAT00001,SO0034,29.07,787.52,22.48,765.04
SALE0000000114,2,DEL000000117,2026-04-10,CUST001254,MAT00034,SO0034,22.81,507.26,23.51,483.75
SALE0000000114,3,DEL000000117,2026-04-10,CUST001254,MAT00005,SO0034,3.37,88.16,3.62,84.54
SALE0000000114,4,DEL000000117,2026-04-10,CUST001254,MAT00009,SO0034,23.59,429.32,17.66,411.66
SALE0000000115,1,DEL000000118,2025-09-05,CUST000420,MAT00012,SO0048,40.39,1152.03,80.61,1071.42
SALE0000000115,2,DEL000000118,2025-09-05,CUST000420,MAT00030,SO0048,12.88,331.01,14.87,316.14
SALE0000000115,3,DEL000000118,2025-09-05,CUST000420,MAT00015,SO0048,14.2,217.67,0.62,217.05
SALE0000000116,1,DEL000000119,2024-04-16,CUST001925,MAT00029,SO0023,4.12,92.29,4.0,88.29
SALE0000000116,2,DEL000000119,2024-04-16,CUST001925,MAT00039,SO0023,13.39,351.17,15.08,336.09
SALE0000000116,3,DEL000000119,2024-04-16,CUST001925,MAT00016,SO0023,1.2,19.6,1.34,18.26
SALE0000000117,1,DEL000000120,2025-08-28,CUST001995,MAT00014,SO0004,29.55,544.55,4.3,540.25
SALE0000000117,2,DEL000000120,2025-08-28,CUST001995,MAT00015,SO0004,36.83,1035.82,72.71,963.11
SALE0000000118,1,DEL000000121,2024-09-19,CUST002481,MAT00013,SO0036,6.36,110.03,3.04,106.99
SALE0000000118,2,DEL000000121,2024-09-19,CUST002481,MAT00009,SO0036,48.08,1311.88,11.14,1300.74
SALE0000000119,1,DEL000000122,2024-05-05,CUST001489,MAT00034,SO0022,26.78,631.12,27.79,603.33
SALE0000000119,2,DEL000000122,2024-05-05,CUST001489,MAT00035,SO0022,18.43,525.2,3.45,521.75
SALE0000000120,1,DEL000000123,2024-08-21,CUST002247,MAT00025,SO0034,36.42,944.37,46.24,898.13
SALE0000000120,2,DEL000000123,2024-08-21,CUST002247,MAT00016,SO0034,56.14,898.56,15.53,883.03
SALE0000000120,3,DEL000000123,2024-08-21,CUST002247,MAT00003,SO0034,6.42,164.05,0.3,163.75
SALE0000000121,1,DEL000000124,2025-06-20,CUST000396,MAT00005,SO0037,91.6,1530.02,37.52,1492.5
SALE0000000122,1,DEL000000125,2024-06-19,CUST001388,MAT00013,SO0029,48.49,965.66,70.36,895.3
SALE0000000122,2,DEL000000125,2024-06-19,CUST001388,MAT00038,SO0029,26.49,717.49,25.55,691.94
SALE0000000123,1,DEL000000126,2026-05-16,CUST002096,MAT00034,SO0038,9.97,190.66,6.86,183.8
SALE0000000123,2,DEL000000126,2026-05-16,CUST002096,MAT00023,SO0038,4.67,72.47,3.69,68.78
SALE0000000123,3,DEL000000126,2026-05-16,CUST002096,MAT00017,SO0038,17.96,308.98,17.97,291.01
SALE0000000123,4,DEL000000126,2026-05-16,CUST002096,MAT00038,SO0038,13.09,287.02,7.9,279.12
SALE0000000124,1,DEL000000128,2026-06-29,CUST000426,MAT00021,SO0021,25.79,541.66,32.97,508.69
SALE0000000124,2,DEL000000128,2026-06-29,CUST000426,MAT00022,SO0021,16.35,282.57,15.04,267.53
SALE0000000124,3,DEL000000128,2026-06-29,CUST000426,MAT00008,SO0021,19.09,386.05,12.69,373.36
SALE0000000125,1,DEL000000129,2024-01-03,CUST000053,MAT00039,SO0010,106.84,1574.2,9.77,1564.43
SALE0000000125,2,DEL000000129,2024-01-03,CUST000053,MAT00024,SO0010,2.01,37.23,0.18,37.05
SALE0000000126,1,DEL000000130,2025-09-30,CUST001398,MAT00028,SO0020,45.18,884.28,50.57,833.71
SALE0000000126,2,DEL000000130,2025-09-30,CUST001398,MAT00012,SO0020,84.8,1220.85,6.77,1214.08
SALE0000000127,1,DEL000000131,2025-04-17,CUST000569,MAT00039,SO0007,1.51,21.36,0.78,20.58
SALE0000000127,2,DEL000000131,2025-04-17,CUST000569,MAT00011,SO0007,23.06,514.95,27.3,487.65
SALE0000000127,3,DEL000000131,2025-04-17,CUST000569,MAT00021,SO0007,3.28,46.47,0.65,45.82
SALE0000000127,4,DEL000000131,2025-04-17,CUST000569,MAT00031,SO0007,19.42,496.28,13.49,482.79
SALE0000000128,1,DEL000000132,2026-07-05,CUST001702,MAT00012,SO0039,64.36,906.02,55.55,850.47
SALE0000000128,2,DEL000000132,2026-07-05,CUST001702,MAT00031,SO0039,4.73,105.96,7.45,98.51
SALE0000000129,1,DEL000000133,2025-04-14,CUST000065,MAT00010,SO0044,3.47,70.19,3.86,66.33
SALE0000000129,2,DEL000000133,2025-04-14,CUST000065,MAT00033,SO0044,3.65,72.37,4.39,67.98
SALE0000000129,3,DEL000000133,2025-04-14,CUST000065,MAT00037,SO0044,18.4,356.47,14.87,341.6
SALE0000000129,4,DEL000000133,2025-04-14,CUST000065,MAT00029,SO0044,0.22,5.51,0.25,5.26
SALE0000000130,1,DEL000000134,2024-02-11,CUST001333,MAT00013,SO0009,40.15,1041.19,56.12,985.07
SALE0000000130,2,DEL000000134,2024-02-11,CUST001333,MAT00038,SO0009,46.98,917.92,55.36,862.56
SALE0000000130,3,DEL000000134,2024-02-11,CUST001333,MAT00018,SO0009,0.87,14.5,0.03,14.47
SALE0000000131,1,DEL000000135,2024-03-06,CUST001529,MAT00033,SO0025,17.09,341.49,24.84,316.65
SALE0000000131,2,DEL000000135,2024-03-06,CUST001529,MAT00022,SO0025,36.3,695.66,37.12,658.54
SALE0000000132,1,DEL000000136,2025-01-15,CUST000920,MAT00025,SO0013,71.32,1537.38,53.86,1483.52
SALE0000000132,2,DEL000000136,2025-01-15,CUST000920,MAT00006,SO0013,11.12,254.99,4.14,250.85
SALE0000000132,3,DEL000000136,2025-01-15,CUST000920,MAT00013,SO0013,6.88,111.93,4.99,106.94
SALE0000000133,1,DEL000000137,2026-03-19,CUST000996,MAT00035,SO0018,2.01,47.93,1.08,46.85
SALE0000000133,2,DEL000000137,2026-03-19,CUST000996,MAT00021,SO0018,2.19,60.95,1.82,59.13
SALE0000000133,3,DEL000000137,2026-03-19,CUST000996,MAT00008,SO0018,25.19,706.08,50.07,656.01
SALE0000000133,4,DEL000000137,2026-03-19,CUST000996,MAT00034,SO0018,32.05,538.04,28.81,509.23
SALE0000000134,1,DEL000000138,2025-06-26,CUST000371,MAT00005,SO0005,59.19,1190.12,32.3,1157.82
SALE0000000134,2,DEL000000138,2025-06-26,CUST000371,MAT00001,SO0005,9.19,194.48,11.91,182.57
SALE0000000135,1,DEL000000139,2026-06-23,CUST002347,MAT00030,SO0030,0.12,3.44,0.27,3.17
SALE0000000135,2,DEL000000139,2026-06-23,CUST002347,MAT00037,SO0030,89.2,1255.33,41.92,1213.41
SALE0000000136,1,DEL000000140,2024-10-12,CUST001922,MAT00033,SO0003,35.48,633.6,22.57,611.03
SALE0000000137,1,DEL000000142,2025-02-18,CUST000795,MAT00006,SO0003,2.57,66.67,4.25,62.42
SALE0000000137,2,DEL000000142,2025-02-18,CUST000795,MAT00026,SO0003,13.54,259.15,1.88,257.27
SALE0000000137,3,DEL000000142,2025-02-18,CUST000795,MAT00020,SO0003,12.08,176.9,8.0,168.9
SALE0000000137,4,DEL000000142,2025-02-18,CUST000795,MAT00019,SO0003,9.11,236.76,1.36,235.4
SALE0000000138,1,DEL000000143,2024-11-02,CUST002270,MAT00038,SO0034,59.9,1275.45,85.54,1189.91
SALE0000000138,2,DEL000000143,2024-11-02,CUST002270,MAT00009,SO0034,24.11,346.45,1.83,344.62
SALE0000000139,1,DEL000000144,2024-07-07,CUST000943,MAT00021,SO0029,34.31,529.42,9.71,519.71
SALE0000000140,1,DEL000000145,2025-02-23,CUST001486,MAT00017,SO0011,66.81,1281.04,6.7,1274.34
SALE0000000141,1,DEL000000146,2024-10-17,CUST002252,MAT00028,SO0030,106.32,1815.76,107.88,1707.88
SALE0000000141,2,DEL000000146,2024-10-17,CUST002252,MAT00010,SO0030,13.65,287.65,1.61,286.04
SALE0000000142,1,DEL000000147,2024-04-22,CUST002018,MAT00032,SO0012,20.76,494.02,27.63,466.39
SALE0000000142,2,DEL000000147,2024-04-22,CUST002018,MAT00013,SO0012,40.66,609.85,27.84,582.01
SALE0000000143,1,DEL000000148,2024-10-01,CUST001413,MAT00004,SO0021,20.06,503.59,0.42,503.17
SALE0000000143,2,DEL000000148,2024-10-01,CUST001413,MAT00010,SO0021,10.7,262.18,1.3,260.88
SALE0000000143,3,DEL000000148,2024-10-01,CUST001413,MAT00017,SO0021,43.42,894.96,26.14,868.82
SALE0000000144,1,DEL000000149,2025-10-19,CUST000690,MAT00006,SO0038,4.41,72.6,2.66,69.94
SALE0000000144,2,DEL000000149,2025-10-19,CUST000690,MAT00032,SO0038,23.43,497.2,35.47,461.73
SALE0000000145,1,DEL000000150,2024-08-05,CUST001970,MAT00004,SO0021,21.33,469.23,15.99,453.24
SALE0000000145,2,DEL000000150,2024-08-05,CUST001970,MAT00005,SO0021,22.35,429.22,24.62,404.6
SALE0000000145,3,DEL000000150,2024-08-05,CUST001970,MAT00031,SO0021,38.13,1033.81,21.81,1012.0
SALE0000000146,1,DEL000000151,2024-04-14,CUST002350,MAT00010,SO0008,17.98,339.7,14.57,325.13
SALE0000000146,2,DEL000000151,2024-04-14,CUST002350,MAT00035,SO0008,44.8,684.19,24.92,659.27
SALE0000000146,3,DEL000000151,2024-04-14,CUST002350,MAT00016,SO0008,22.91,422.08,25.13,396.95
SALE0000000146,4,DEL000000151,2024-04-14,CUST002350,MAT00006,SO0008,12.64,240.67,3.99,236.68
SALE0000000147,1,DEL000000152,2026-05-13,CUST001435,MAT00006,SO0034,95.71,2341.67,124.16,2217.51
SALE0000000147,2,DEL000000152,2026-05-13,CUST001435,MAT00032,SO0034,2.38,60.12,2.85,57.27
SALE0000000147,3,DEL000000152,2026-05-13,CUST001435,MAT00003,SO0034,5.03,102.5,1.01,101.49
SALE0000000148,1,DEL000000153,2026-03-19,CUST002472,MAT00028,SO0003,11.75,288.04,5.44,282.6
SALE0000000148,2,DEL000000153,2026-03-19,CUST002472,MAT00032,SO0003,56.8,1052.22,9.74,1042.48
SALE0000000149,1,DEL000000154,2025-06-13,CUST000485,MAT00003,SO0011,6.96,185.28,12.98,172.3
SALE0000000149,2,DEL000000154,2025-06-13,CUST000485,MAT00013,SO0011,42.56,727.23,56.17,671.06
SALE0000000150,1,DEL000000155,2026-01-29,CUST001173,MAT00006,SO0020,8.53,186.33,12.89,173.44
SALE0000000150,2,DEL000000155,2026-01-29,CUST001173,MAT00010,SO0020,14.81,418.59,11.51,407.08
SALE0000000150,3,DEL000000155,2026-01-29,CUST001173,MAT00035,SO0020,35.8,587.66,24.66,563.0
SALE0000000151,1,DEL000000156,2024-05-11,CUST000425,MAT00033,SO0008,20.4,351.96,9.2,342.76
SALE0000000151,2,DEL000000156,2024-05-11,CUST000425,MAT00017,SO0008,56.37,1210.2,84.12,1126.08
SALE0000000151,3,DEL000000156,2024-05-11,CUST000425,MAT00028,SO0008,20.21,485.76,2.26,483.5
SALE0000000151,4,DEL000000156,2024-05-11,CUST000425,MAT00004,SO0008,13.41,356.27,26.01,330.26
SALE0000000152,1,DEL000000157,2025-05-07,CUST001759,MAT00010,SO0001,4.35,99.15,5.99,93.16
SALE0000000152,2,DEL000000157,2025-05-07,CUST001759,MAT00019,SO0001,0.71,16.61,0.25,16.36
SALE0000000152,3,DEL000000157,2025-05-07,CUST001759,MAT00012,SO0001,32.54,854.63,39.77,814.86
SALE0000000153,1,DEL000000158,2024-02-01,CUST001497,MAT00009,SO0039,1.31,27.37,1.57,25.8
SALE0000000153,2,DEL000000158,2024-02-01,CUST001497,MAT00036,SO0039,42.87,757.72,31.73,725.99
SALE0000000153,3,DEL000000158,2024-02-01,CUST001497,MAT00035,SO0039,7.09,172.0,1.6,170.4
SALE0000000153,4,DEL000000158,2024-02-01,CUST001497,MAT00006,SO0039,8.45,178.16,4.68,173.48
SALE0000000154,1,DEL000000159,2025-03-26,CUST001108,MAT00036,SO0030,40.96,1050.23,32.22,1018.01
SALE0000000154,2,DEL000000159,2025-03-26,CUST001108,MAT00021,SO0030,10.04,272.45,18.69,253.76
SALE0000000154,3,DEL000000159,2025-03-26,CUST001108,MAT00018,SO0030,12.06,264.46,14.27,250.19
SALE0000000154,4,DEL000000159,2025-03-26,CUST001108,MAT00039,SO0030,9.77,218.44,4.07,214.37
SALE0000000155,1,DEL000000160,2024-07-27,CUST001979,MAT00027,SO0016,1.77,48.78,1.78,47.0
SALE0000000155,2,DEL000000160,2024-07-27,CUST001979,MAT00038,SO0016,19.97,324.67,16.03,308.64
SALE0000000155,3,DEL000000160,2024-07-27,CUST001979,MAT00009,SO0016,4.26,94.6,6.19,88.41
SALE0000000156,1,DEL000000161,2025-12-27,CUST000502,MAT00035,SO0012,41.11,587.58,21.14,566.44
SALE0000000156,2,DEL000000161,2025-12-27,CUST000502,MAT00038,SO0012,4.76,125.79,0.07,125.72
SALE0000000156,3,DEL000000161,2025-12-27,CUST000502,MAT00031,SO0012,62.25,1270.48,20.43,1250.05
SALE0000000157,1,DEL000000162,2025-02-18,CUST000083,MAT00034,SO0010,13.24,294.63,5.79,288.84
SALE0000000157,2,DEL000000162,2025-02-18,CUST000083,MAT00004,SO0010,9.5,249.35,10.82,238.53
SALE0000000157,3,DEL000000162,2025-02-18,CUST000083,MAT00032,SO0010,65.12,1636.88,18.47,1618.41
SALE0000000158,1,DEL000000163,2025-08-21,CUST000155,MAT00018,SO0004,82.04,1315.32,56.4,1258.92
SALE0000000158,2,DEL000000163,2025-08-21,CUST000155,MAT00005,SO0004,9.18,245.31,17.93,227.38
SALE0000000159,1,DEL000000164,2025-04-25,CUST000792,MAT00039,SO0044,28.07,477.05,34.09,442.96
SALE0000000159,2,DEL000000164,2025-04-25,CUST000792,MAT00035,SO0044,28.1,659.1,2.17,656.93
SALE0000000160,1,DEL000000165,2024-07-25,CUST000249,MAT00011,SO0003,20.75,541.55,38.06,503.49
SALE0000000160,2,DEL000000165,2024-07-25,CUST000249,MAT00031,SO0003,1.04,20.54,0.97,19.57
SALE0000000160,3,DEL000000165,2024-07-25,CUST000249,MAT00032,SO0003,12.42,274.29,20.32,253.97
SALE0000000160,4,DEL000000165,2024-07-25,CUST000249,MAT00020,SO0003,36.06,527.25,22.25,505.0
SALE0000000161,1,DEL000000166,2026-02-24,CUST002479,MAT00026,SO0025,64.66,1171.89,27.75,1144.14
SALE0000000162,1,DEL000000167,2024-07-03,CUST001220,MAT00005,SO0019,5.93,151.3,5.23,146.07
SALE0000000162,2,DEL000000167,2024-07-03,CUST001220,MAT00023,SO0019,18.93,311.48,13.52,297.96
SALE0000000162,3,DEL000000167,2024-07-03,CUST001220,MAT00016,SO0019,41.21,970.39,47.75,922.64
SALE0000000163,1,DEL000000168,2025-03-30,CUST001886,MAT00032,SO0022,16.13,395.9,24.64,371.26
SALE0000000163,2,DEL000000168,2025-03-30,CUST001886,MAT00013,SO0022,18.93,459.25,23.07,436.18
SALE0000000163,3,DEL000000168,2025-03-30,CUST001886,MAT00016,SO0022,66.13,1421.74,86.24,1335.5
SALE0000000163,4,DEL000000168,2025-03-30,CUST001886,MAT00026,SO0022,36.82,807.56,0.74,806.82
SALE0000000164,1,DEL000000169,2025-06-22,CUST000301,MAT00009,SO0040,140.6,2539.33,144.3,2395.03
SALE0000000165,1,DEL000000170,2024-05-12,CUST001839,MAT00031,SO0047,241.87,6194.26,396.31,5797.95
SALE0000000166,1,DEL000000171,2025-08-15,CUST002036,MAT00027,SO0017,2.18,44.29,1.34,42.95
SALE0000000166,2,DEL000000171,2025-08-15,CUST002036,MAT00037,SO0017,37.51,913.34,37.84,875.5
SALE0000000166,3,DEL000000171,2025-08-15,CUST002036,MAT00033,SO0017,1.72,35.36,0.57,34.79
SALE0000000166,4,DEL000000171,2025-08-15,CUST002036,MAT00039,SO0017,1.72,25.21,0.81,24.4
SALE0000000167,1,DEL000000172,2024-01-02,CUST002270,MAT00020,SO0034,24.69,694.91,20.74,674.17
SALE0000000167,2,DEL000000172,2024-01-02,CUST002270,MAT00004,SO0034,127.13,3218.06,130.16,3087.9
SALE0000000168,1,DEL000000173,2025-02-20,CUST000722,MAT00029,SO0040,78.36,1787.38,11.74,1775.64
SALE0000000169,1,DEL000000174,2024-05-24,CUST000074,MAT00002,SO0008,90.08,1948.92,20.19,1928.73
SALE0000000170,1,DEL000000175,2024-03-15,CUST001168,MAT00012,SO0040,67.25,1101.86,60.03,1041.83
SALE0000000171,1,DEL000000176,2025-05-29,CUST001664,MAT00033,SO0023,5.65,142.42,4.62,137.8
SALE0000000171,2,DEL000000176,2025-05-29,CUST001664,MAT00022,SO0023,3.09,55.45,2.08,53.37
SALE0000000171,3,DEL000000176,2025-05-29,CUST001664,MAT00017,SO0023,46.39,694.43,47.93,646.5
SALE0000000171,4,DEL000000176,2025-05-29,CUST001664,MAT00037,SO0023,9.77,226.76,10.86,215.9
SALE0000000172,1,DEL000000177,2026-05-06,CUST000588,MAT00011,SO0045,13.08,270.3,14.35,255.95
SALE0000000172,2,DEL000000177,2026-05-06,CUST000588,MAT00034,SO0045,68.08,1841.99,5.69,1836.3
SALE0000000173,1,DEL000000178,2025-11-01,CUST001547,MAT00030,SO0020,40.96,600.3,1.1,599.2
SALE0000000173,2,DEL000000178,2025-11-01,CUST001547,MAT00033,SO0020,17.91,372.34,29.52,342.82
SALE0000000173,3,DEL000000178,2025-11-01,CUST001547,MAT00011,SO0020,0.76,21.34,1.51,19.83
SALE0000000173,4,DEL000000178,2025-11-01,CUST001547,MAT00035,SO0020,6.58,145.39,3.98,141.41
SALE0000000174,1,DEL000000179,2024-04-22,CUST000981,MAT00030,SO0044,114.97,2568.84,18.47,2550.37
SALE0000000174,2,DEL000000179,2024-04-22,CUST000981,MAT00036,SO0044,4.37,68.66,1.31,67.35
SALE0000000175,1,DEL000000180,2024-06-25,CUST000804,MAT00011,SO0012,36.72,1034.85,56.44,978.41
SALE0000000175,2,DEL000000180,2024-06-25,CUST000804,MAT00026,SO0012,96.7,2237.91,99.4,2138.51
SALE0000000176,1,DEL000000181,2024-08-08,CUST000284,MAT00014,SO0031,19.6,371.11,20.85,350.26
SALE0000000176,2,DEL000000181,2024-08-08,CUST000284,MAT00021,SO0031,0.11,2.07,0.01,2.06
SALE0000000176,3,DEL000000181,2024-08-08,CUST000284,MAT00019,SO0031,17.39,399.73,10.56,389.17
SALE0000000177,1,DEL000000182,2025-04-15,CUST001499,MAT00037,SO0041,2.19,54.25,2.78,51.47
SALE0000000177,2,DEL000000182,2025-04-15,CUST001499,MAT00028,SO0041,13.69,295.48,9.32,286.16
SALE0000000177,3,DEL000000182,2025-04-15,CUST001499,MAT00018,SO0041,6.56,174.93,3.42,171.51
SALE0000000177,4,DEL000000182,2025-04-15,CUST001499,MAT00016,SO0041,49.41,876.13,69.42,806.71
SALE0000000178,1,DEL000000183,2026-03-31,CUST000192,MAT00019,SO0048,10.61,204.87,1.3,203.57
SALE0000000178,2,DEL000000183,2026-03-31,CUST000192,MAT00034,SO0048,13.01,182.22,10.59,171.63
SALE0000000178,3,DEL000000183,2026-03-31,CUST000192,MAT00024,SO0048,24.56,587.09,9.76,577.33
SALE0000000178,4,DEL000000183,2026-03-31,CUST000192,MAT00033,SO0048,3.66,74.01,1.19,72.82
SALE0000000179,1,DEL000000184,2025-10-06,CUST002182,MAT00035,SO0014,19.99,328.55,20.56,307.99
SALE0000000180,1,DEL000000185,2026-02-11,CUST000834,MAT00018,SO0010,65.02,1864.19,80.86,1783.33
SALE0000000181,1,DEL000000186,2025-01-12,CUST001727,MAT00034,SO0041,62.37,1273.76,93.62,1180.14
SALE0000000182,1,DEL000000188,2024-12-27,CUST000224,MAT00024,SO0027,88.95,1845.61,76.64,1768.97
SALE0000000182,2,DEL000000188,2024-12-27,CUST000224,MAT00027,SO0027,29.35,565.7,11.19,554.51
SALE0000000182,3,DEL000000188,2024-12-27,CUST000224,MAT00020,SO0027,2.99,77.67,1.61,76.06
SALE0000000182,4,DEL000000188,2024-12-27,CUST000224,MAT00004,SO0027,18.3,510.04,1.1,508.94
SALE0000000183,1,DEL000000189,2026-02-19,CUST002342,MAT00030,SO0029,87.85,1381.48,70.56,1310.92
SALE0000000184,1,DEL000000190,2025-04-08,CUST000447,MAT00039,SO0012,42.62,1031.42,29.56,1001.86
SALE0000000184,2,DEL000000190,2025-04-08,CUST000447,MAT00030,SO0012,4.22,103.14,3.78,99.36
SALE0000000184,3,DEL000000190,2025-04-08,CUST000447,MAT00007,SO0012,1.64,38.53,0.64,37.89
SALE0000000184,4,DEL000000190,2025-04-08,CUST000447,MAT00017,SO0012,9.44,234.26,2.9,231.36
SALE0000000185,1,DEL000000191,2025-11-18,CUST001242,MAT00030,SO0006,5.73,149.91,6.95,142.96
SALE0000000185,2,DEL000000191,2025-11-18,CUST001242,MAT00001,SO0006,5.89,123.55,2.03,121.52
SALE0000000185,3,DEL000000191,2025-11-18,CUST001242,MAT00036,SO0006,43.82,730.91,16.79,714.12
SALE0000000185,4,DEL000000191,2025-11-18,CUST001242,MAT00002,SO0006,6.93,110.5,6.04,104.46
SALE0000000186,1,DEL000000192,2025-01-02,CUST001206,MAT00009,SO0013,32.18,907.69,62.78,844.91
SALE0000000186,2,DEL000000192,2025-01-02,CUST001206,MAT00008,SO0013,1.44,25.78,0.19,25.59
SALE0000000186,3,DEL000000192,2025-01-02,CUST001206,MAT00001,SO0013,20.52,421.5,7.68,413.82
SALE0000000186,4,DEL000000192,2025-01-02,CUST001206,MAT00015,SO0013,39.54,566.05,10.23,555.82
SALE0000000187,1,DEL000000193,2025-11-07,CUST000453,MAT00038,SO0010,37.83,983.05,72.58,910.47
SALE0000000187,2,DEL000000193,2025-11-07,CUST000453,MAT00034,SO0010,97.97,1946.77,81.85,1864.92
SALE0000000188,1,DEL000000194,2024-02-19,CUST000857,MAT00009,SO0030,1.77,26.89,1.66,25.23
SALE0000000188,2,DEL000000194,2024-02-19,CUST000857,MAT00008,SO0030,39.31,1071.76,69.14,1002.62
SALE0000000188,3,DEL000000194,2024-02-19,CUST000857,MAT00012,SO0030,22.93,326.71,0.62,326.09
SALE0000000189,1,DEL000000195,2025-05-24,CUST002112,MAT00008,SO0003,30.86,834.92,14.6,820.32
SALE0000000189,2,DEL000000195,2025-05-24,CUST002112,MAT00029,SO0003,9.72,204.42,3.67,200.75
SALE0000000190,1,DEL000000196,2025-09-08,CUST000283,MAT00002,SO0003,68.25,1496.39,28.6,1467.79
SALE0000000190,2,DEL000000196,2025-09-08,CUST000283,MAT00032,SO0003,84.95,1749.04,47.37,1701.67
SALE0000000191,1,DEL000000198,2024-12-03,CUST001345,MAT00017,SO0018,2.53,58.13,0.14,57.99
SALE0000000191,2,DEL000000198,2024-12-03,CUST001345,MAT00037,SO0018,78.57,1127.37,82.77,1044.6
SALE0000000192,1,DEL000000199,2024-02-25,CUST000392,MAT00013,SO0018,128.26,1884.93,81.23,1803.7
SALE0000000192,2,DEL000000199,2024-02-25,CUST000392,MAT00025,SO0018,2.19,54.62,4.36,50.26
SALE0000000193,1,DEL000000200,2025-10-19,CUST002323,MAT00037,SO0001,112.88,2652.4,50.6,2601.8
SALE0000000193,2,DEL000000200,2025-10-19,CUST002323,MAT00003,SO0001,61.28,1159.63,79.22,1080.41
SALE0000000194,1,DEL000000201,2024-08-30,CUST000746,MAT00014,SO0036,9.94,223.96,11.46,212.5
SALE0000000194,2,DEL000000201,2024-08-30,CUST000746,MAT00032,SO0036,38.12,554.03,0.8,553.23
SALE0000000194,3,DEL000000201,2024-08-30,CUST000746,MAT00037,SO0036,27.85,620.95,40.03,580.92
SALE0000000194,4,DEL000000201,2024-08-30,CUST000746,MAT00038,SO0036,9.62,272.31,11.16,261.15
